Binomial name,Search count
Bradyrhizobium ganzhouense,459
Mesorhizobium abyssinicae,459
Brucella lupini,458
Lysinibacillus halotolerans,457
Alteromonas gracilis,457
Helicobacter himalayensis,456
Xenorhabdus kozodoii,456
Listeria rustica,454
Kribbella albertanoniae,454
Helicobacter enhydrae,454
Alishewanella tabrizica,453
Bartonella japonica,453
Xenophilus aerolatus,451
Vibrio galatheae,451
Micromonospora schwarzwaldensis,449
Micromonospora phytophila,449
Paraburkholderia youngii,449
Salinibacterium xinjiangense,448
Nocardia shimofusensis,447
Pannonibacter indicus,447
Mycolicibacter virginiensis,446
Sphingobium naphthae,446
Mesorhizobium onobrychidis,445
Xenorhabdus ishibashii,445
Rhodoglobus vestalii,445
Kribbella italica,444
Guggenheimella bovis,444
Helicobacter japonicus,444
Enterobacter siamensis,444
Komagataeibacter swingsii,443
Mesorhizobium tarimense,443
Paraburkholderia susongensis,442
Microbacterium algeriense,438
Brucella pecoris,437
Vibrio aphrogenes,436
Pseudomonas urmiensis,436
Williamsia herbipolensis,434
Acinetobacter terrestris,434
Dokdonia eikasta,434
Mycoplasma tullyi,433
Sphingobium boeckii,429
Luteimicrobium subarcticum,428
Bifidobacterium canis,428
Leifsonia kafniensis,427
Polynucleobacter acidiphobus,427
Rhodococcus oxybenzonivorans,426
Gordonia pseudamarae,426
Chryseobacterium ginsengisoli,426
Alteromonas tagae,426
Paenibacillus melissococcoides,426
Nonomuraea polychroma,425
Bartonella jaculi,425
Amycolatopsis acidicola,424
Sphingobium mellinum,423
Actinomadura litoris,423
Mycolicibacterium wolinskyi,422
Paracandidimonas soli,422
Halogeometricum limi,422
Bradyrhizobium archetypum,421
Acinetobacter sichuanensis,421
Bradyrhizobium ingae,418
Caballeronia hypogeia,417
Corallococcus aberystwythensis,417
Bradyrhizobium australiense,416
Desulfurispora thermophila,416
Brachybacterium sacelli,415
Listeria valentina,415
Tatumella saanichensis,415
Pararhizobium polonicum,414
Caballeronia arationis,414
Limosilactobacillus portuensis,414
Gluconacetobacter asukensis,414
Corallococcus terminator,414
Malacoplasma penetrans,413
Mycolicibacter arupensis,412
Azospirillum griseum,412
Brachybacterium aquaticum,411
Mycolicibacterium holsaticum,411
Mycolicibacterium fluoranthenivorans,411
Aquitalea pelogenes,411
Caballeronia pedi,411
Stutzerimonas kunmingensis,409
Sphingobium rhizovicinum,409
Stutzerimonas decontaminans,408
Pseudomonas khavaziana,408
Rhizobium croatiense,407
Xenorhabdus eapokensis,407
Flavobacterium circumlabens,406
Flavobacterium cupreum,406
Salipiger bermudensis,406
Flavobacterium aquariorum,405
Oricola thermophila,405
Azospirillum fermentarium,405
Actinomadura apis,404
Caballeronia ptereochthonis,404
Bradyrhizobium algeriense,403
Paenibacillus solani,402
Rhodopseudomonas rhenobacensis,401
Actinopolymorpha rutila,401
Pseudomonas peradeniyensis,400
Streptococcus caviae,400
Paraburkholderia azotifigens,400
Chitinasiproducens palmae,400
Nocardia goodfellowii,399
Brachybacterium halotolerans,398
Paracidovorax avenae,397
Bacteroides koreensis,397
Pseudochrobactrum kiredjianiae,397
Xenorhabdus thuongxuanensis,396
Caballeronia glebae,395
Micromonospora craterilacus,394
Kutzneria viridogrisea,394
Sphingomonas jeddahensis,394
Xylanimonas protaetiae,394
Xenorhabdus vietnamensis,393
Xenorhabdus miraniensis,393
Komagataeibacter melaceti,392
Xenorhabdus mauleonii,392
Halococcus qingdaonensis,392
Mesorhizobium shangrilense,391
Caballeronia catudaia,391
Providencia manganoxydans,391
Bradyrhizobium sediminis,389
Paraburkholderia fynbosensis,389
Lactobacillus colini,388
Staphylococcus pragensis,387
Mycolicibacterium aromaticivorans,387
Pseudarthrobacter equi,387
Gracilinema caldarium,387
Mesorhizobium prunaredense,385
Rhizobium brockwellii,385
Psychrobacter lutiphocae,385
Mesorhizobium silamurunense,385
Bordetella sputigena,384
Macrococcus armenti,384
Shewanella basaltis,383
Pigmentiphaga litoralis,383
Pseudomonas marvdashtae,382
Listeria thailandensis,382
Agromyces allii,382
Actinomadura napierensis,381
Rhizobium redzepovicii,381
Mycolicibacterium crocinum,381
Shewanella acanthi,381
Pseudomonas khorasanensis,380
Mesorhizobium caraganae,380
Bradyrhizobium namibiense,379
Brucella grignonensis,377
Gluconacetobacter tumulicola,376
Sinorhizobium garamanticum,374
Pseudaminobacter manganicus,374
Streptococcus respiraculi,374
Paenibacillus susongensis,374
Caballeronia novacaledonica,374
Flavobacterium suzhouense,373
Bordetella muralis,373
Leifsonia lichenia,372
Bradyrhizobium subterraneum,371
Pseudomonas farsensis,370
Rodentibacter trehalosifermentans,370
Pseudomonas triticicola,369
Paeniclostridium ghonii,369
Thiomonas perometabolis,369
Xanthomonas nasturtii,369
Pseudoxanthomonas dokdonensis,369
Caldimonas brevitalea,369
Hoeflea alexandrii,368
Mycolicibacterium pallens,367
Halopelagius longus,367
Mesorhizobium helmanticense,367
Streptococcus oricebi,366
Rodentibacter myodis,366
Klugiella xanthotipulae,366
Erwinia uzenensis,366
Chimaeribacter californicus,365
Duganella dendranthematis,365
Arcanobacterium wilhelmae,364
Fontibacillus phaseoli,363
Alteromonas simiduii,363
Nocardiopsis algeriensis,362
Nonomuraea bangladeshensis,362
Mesorhizobium robiniae,362
Microbulbifer marinus,362
Enterobacter dykesii,361
Chryseobacterium endophyticum,361
Novosphingobium soli,361
Cytobacillus pseudoceanisediminis,361
Micromonospora harpali,360
Bradyrhizobium mercantei,360
Sphingobium fontiphilum,360
Uruburuella testudinis,359
Leclercia pneumoniae,359
Leuconostoc palmae,359
Novosphingobium fuchskuhlense,358
Mycobacterium palauense,356
Paraburkholderia ferrariae,356
Aestuariimicrobium kwangyangense,356
Micromonospora palomenae,355
Bacteroides luhongzhouii,354
Gluconacetobacter tumulisoli,354
Paraburkholderia strydomiana,351
Brachybacterium fresconis,351
Alteromonas lipotrueae,351
Paenibacillus ottowii,351
Mesorhizobium kowhaii,350
Planomicrobium alkanoclasticum,350
Streptococcus bovimastitidis,350
Rodentibacter heidelbergensis,350
Leptospira venezuelensis,350
Brucella oryzae,350
Mesorhizobium sanjuanii,348
Mycolicibacterium cosmeticum,348
Lysinibacillus cavernae,348
Aquitalea denitrificans,348
Eikenella halliae,348
Comamonas terrae,347
Vibrio renipiscarius,347
Sinorhizobium alkalisoli,345
Chryseobacterium pennipullorum,345
Paraglaciecola oceanifecundans,344
Promicromonospora thailandica,344
Natrinema thermotolerans,343
Actinomadura chokoriensis,342
Gluconacetobacter aggeris,342
Porphyromonas loveana,342
Vibrio fujianensis,342
Bartonella pachyuromydis,341
Streptococcus penaeicida,341
Neisseria weixii,341
Mycobacterium neumannii,341
Gordonia defluvii,340
Hoeflea olei,339
Borreliella mayonii,339
Chimaeribacter coloradensis,339
Sphingobium jiangsuense,339
Vibrio sonorensis,339
Serratia myotis,338
Bartonella fuyuanensis,337
Microbulbifer rhizosphaerae,337
Xylanibacterium ulmi,336
Kocuria arsenatis,335
Micromonospora oryzae,334
Nonomuraea kuesteri,334
Corallococcus carmarthensis,334
Halorubrum persicum,330
Trichococcus patagoniensis,330
Rodentibacter mrazii,330
Pseudaminobacter defluvii,330
Geobacillus proteiniphilus,329
Micromonospora vinacea,328
Gluconobacter potus,328
Aminobacter carboxidus,327
Myroides gitamensis,327
Halorubrum aquaticum,325
Mesomycoplasma ovipneumoniae,325
Shewanella azerbaijanica,324
Frateuria defendens,324
Vibrio crosai,323
Microbulbifer epialgicus,323
Providencia thailandensis,323
Rhizobium chutanense,322
Enterococcus florum,322
Kribbella sancticallisti,322
Myxococcus eversor,322
Halorubrum californiense,320
Acinetobacter tibetensis,318
Mycolicibacterium rutilum,318
Lentilactobacillus sunkii,318
Pseudoclavibacter triregionum,317
Paenarthrobacter ilicis,317
Isoptericola hypogeus,315
Microbulbifer donghaiensis,314
Polynucleobacter difficilis,313
Metamycoplasma orale,308
Labedaea rhizosphaerae,307
Myxococcus vastator,307
Frateuria soli,305
Isoptericola nanjingensis,305
Staphylococcus taiwanensis,302
Actinomyces vulturis,302
Cytobacillus praedii,301
Photobacterium proteolyticum,301
Halorubrum halophilum,300
Leifsonia antarctica,298
Miniimonas arenae,298
Corynebacterium nasicanis,297
Actinomadura barringtoniae,297
Duganella fentianensis,297
Pusillimonas caeni,296
Mycobacterium kyogaense,296
Riemerella columbipharyngis,296
Trinickia symbiotica,295
Flavobacterium acidificum,294
Mesorhizobium cantuariense,294
Sporolactobacillus kofuensis,294
Effusibacillus pohliae,293
Luteibacter flocculans,292
Xanthomonas floridensis,292
Alloalcanivorax xenomutans,291
Aggregatibacter kilianii,291
Pisciglobus halotolerans,291
Staphylococcus croceilyticus,290
Microbulbifer yueqingensis,290
Acetobacter musti,290
Aminobacter anthyllidis,289
Helicobacter mehlei,287
Denitrificimonas caeni,287
Arthrobacter gyeryongensis,286
Microbacterium neungamense,285
Serratia bockelmannii,284
Tsuneonella flava,281
Leptospira johnsonii,280
Dyella solisilvae,280
Pyxidicoccus trucidator,280
Amycolatopsis dendrobii,279
Kaistella haifensis,279
Photobacterium toruni,278
Rothia koreensis,277
Sinorhizobium numidicum,276
Thermocatellispora tengchongensis,276
Campylobacter bilis,275
Limosilactobacillus balticus,275
Williamsia sterculiae,275
Bacteroides kribbi,275
Gordonia oryzae,275
Rhodopseudomonas parapalustris,275
Micromonospora sonneratiae,274
Caulobacter rhizosphaerae,274
Marinobacter goseongensis,274
Knoellia locipacati,273
Micromonospora deserti,270
Chryseobacterium rigui,268
Lentibacillus kapialis,268
Vibrio barjaei,268
Flavobacterium rhamnosiphilum,267
Gordonia crocea,267
Bradyrhizobium americanum,266
Shewanella mangrovisoli,266
Lacticaseibacillus camelliae,266
Agromyces terreus,266
Alkalibacillus filiformis,265
Shewanella algicola,264
Leptospira selangorensis,263
Mycolicibacterium porcinum,263
Metamycoplasma arthritidis,263
Vibrio ouci,262
Micromonospora globispora,259
Limosilactobacillus albertensis,259
Sphingomonas palmae,259
Staphylococcus canis,257
Nonomuraea rosea,257
Alloalcanivorax dieselolei,257
Imhoffiella purpurea,255
Natronorubrum texcoconense,255
Bradyrhizobium commune,254
Flavobacterium branchiicola,253
Trinickia soli,253
Microbacterium bovistercoris,252
Thiohalocapsa marina,251
Gluconacetobacter dulcium,251
Nocardia aurea,250
Limosilactobacillus rudii,249
Microterricola gilva,249
Halorubrum luteum,249
Ramlibacter rhizophilus,248
Mesorhizobium atlanticum,247
Vibrio aquaticus,247
Brachybacterium kimchii,247
Paenibacillus zeisoli,246
Polynucleobacter sinensis,245
Flavobacterium restrictum,245
Pusillimonas soli,245
Microbulbifer taiwanensis,244
Mycolicibacterium conceptionense,241
Brucella haematophila,240
Saccharomonospora piscinae,240
Micrococcus porci,239
Yersinia proxima,239
Shinella fusca,239
Amycolatopsis bullii,237
Erwinia endophytica,236
Dyella tabacisoli,235
Rhizobium changzhiense,235
Kocuria oceani,235
Sphingomonas kyungheensis,235
Mycolicibacter senuensis,234
Lactococcus reticulitermitis,234
Nocardia sungurluensis,233
Nonomuraea guangzhouensis,233
Limosilactobacillus agrestis,233
Photobacterium aplysiae,233
Mesorhizobium neociceri,232
Dietzia aerolata,232
Pigmentiphaga humi,232
Mesorhizobium sophorae,231
Paenibacillus wenxiniae,231
Saccharothrix hoggarensis,231
Duganella lactea,230
Alkalihalophilus marmarensis,228
Micromonospora sediminis,225
Mycolicibacterium setense,225
Rhodococcus artemisiae,225
Micromonospora radicis,224
Nonomuraea roseola,222
Rhodococcus nanhaiensis,222
Vitiosangium cumulatum,222
Yaniella halotolerans,221
Janthinobacterium violaceinigrum,220
Halorubrum halodurans,220
Mycolicibacterium tusciae,219
Galactobacter valiniphilus,219
Marihabitans asiaticum,219
Pseudarthrobacter scleromae,218
Mesocricetibacter intestinalis,216
Halochromatium glycolicum,215
Mycolicibacterium llatzerense,215
Pusillimonas harenae,215
Bordetella tumbae,215
Photobacterium malacitanum,214
Dyella choica,214
Borreliella californiensis,214
Amycolatopsis oliviviridis,213
Streptococcus catagoni,212
Xylanimicrobium pachnodae,211
Nonomuraea angiospora,210
Galactobacter caseinivorans,210
Actinokineospora baliensis,210
Novosphingobium arabidopsis,209
Frateuria edaphi,209
Okibacterium endophyticum,208
Photobacterium andalusiense,208
Goodfellowiella coeruleoviolacea,208
Bradyrhizobium murdochi,207
Planomicrobium psychrophilum,207
Limosilactobacillus equigenerosi,207
Pseudoclavibacter chungangensis,207
Gluconobacter aidae,207
Promicromonospora xylanilytica,204
Kutzneria chonburiensis,203
Polynucleobacter rarus,203
Streptococcus dentiloxodontae,203
Comamonas sediminis,202
Bordetella tumulicola,201
Brachybacterium zhongshanense,201
Comamonas guangdongensis,201
Komagataeibacter diospyri,200
Nocardia aurantiaca,200
Leptospira langatensis,199
Rhizobacter fulvus,199
Kocuria tytonis,197
Nonomuraea salmonea,197
Rhodococcus electrodiphilus,197
Kribbella alba,195
Dyella psychrodurans,195
Falsibacillus albus,194
Gordonia hankookensis,194
Epilithonimonas hominis,193
Pseudoxanthomonas sacheonensis,193
Microbacterium hibisci,191
Serratia aquatilis,191
Gulosibacter macacae,190
Kribbella swartbergensis,190
Microbulbifer echini,189
Planococcus salinus,189
Pseudoalteromonas gelatinilytica,188
Micromonospora zingiberis,188
Flavobacterium kayseriense,188
Kribbella lupini,187
Dyella monticola,186
Aquamicrobium terrae,184
Flavobacterium gawalongense,184
Halochromatium roseum,184
Mannheimia caviae,183
Kribbella ginsengisoli,181
Limosilactobacillus fastidiosus,180
Gibbsiella dentisursi,180
Bifidobacterium porcinum,180
Mycolicibacterium canariasense,178
Marinobacter profundi,178
Actinomadura scrupuli,178
Kocuria uropygioeca,177
Trinickia dinghuensis,177
Micromonospora phaseoli,175
Legionella qingyii,175
Paenibacillus farraposensis,175
Prevotella vespertina,174
Novosphingobium aerophilum,173
Rhodococcus canchipurensis,173
Paraburkholderia lacunae,173
Ampullimonas aquatilis,172
Trueperella bonasi,172
Mesorhizobium newzealandense,171
Leptospira semungkisensis,171
Qipengyuania spongiae,171
Campylobacter estrildidarum,170
Nonomuraea rhizophila,170
Rhodococcus pedocola,170
Acinetobacter rathckeae,169
Arcanobacterium buesumense,169
Mycobacterium senriense,169
Alcaligenes endophyticus,169
Mesorhizobium terrae,169
Castellaniella daejeonensis,168
Vibrio olivae,167
Rhodococcus antrifimi,167
Nonomuraea helvata,167
Paraburkholderia acidicola,166
Paenibacillus faecalis,166
Nonomuraea africana,166
Paenibacillus hispanicus,166
Polynucleobacter victoriensis,165
Bifidobacterium olomucense,165
Pseudoalteromonas caenipelagi,165
Actinokineospora globicatena,164
Prescottella defluvii,164
Cytobacillus depressus,164
Psychromicrobium silvestre,164
Nocardiopsis eucommiae,163
Kribbella capetownensis,162
Trichococcus shcherbakoviae,162
Promicromonospora alba,162
Chelativorans intermedius,162
Sphingobium qiguonii,161
Paenibacillus zeae,160
Yersinia artesiana,160
Novosphingopyxis baekryungensis,160
Mycolicibacterium sphagni,159
Flavobacterium psychroterrae,159
Bradyrhizobium australafricanum,158
Novosphingobium naphthae,158
Sphingomonas hominis,158
Rubrivivax albus,158
Actinomadura xylanilytica,157
Bartonella florencae,157
Psychromonas profunda,156
Legionella saoudiensis,156
Paraburkholderia panacisoli,156
Mycobacterium aquiterrae,156
Polynucleobacter hirudinilacicola,155
Haloparvum sedimenti,155
Isoptericola cucumis,155
Flavobacterium inkyongense,155
Mesobacillus zeae,153
Azospirillum cavernae,151
Trinickia dabaoshanensis,151
Borreliella yangtzensis,151
Micromonospora luteiviridis,151
Polynucleobacter antarcticus,149
Brevibacterium daeguense,149
Mycolicibacterium neworleansense,148
Gordonia didemni,147
Paraburkholderia dilworthii,147
Haloferax namakaokahaiae,147
Streptosporangium saharense,145
Metabacillus niabensis,145
Kribbella yunnanensis,144
Yersinia thracica,143
Paraburkholderia antibiotica,143
Pararhizobium antarcticum,142
Flavobacterium chryseum,142
Paraburkholderia polaris,142
Salinispora mooreana,141
Salinispora fenicalii,140
Vibrio nitrifigilis,140
Acidibrevibacterium fodinaquatile,140
Polynucleobacter meluiroseus,139
Halorubrum ejinorense,138
Sphingobium subterraneum,138
Herminiimonas aquatilis,137
Gordonia spumicola,137
Kaistia terrae,137
Caenimicrobium hargitense,136
Polynucleobacter campilacus,136
Nocardiopsis fildesensis,136
Oceanimonas marisflavi,135
Planotetraspora kaengkrachanensis,134
Helicobacter labacensis,133
Arhodomonas recens,133
Salinispora oceanensis,132
Trichococcus ilyis,132
Mycolicibacter longobardus,131
Paludibacterium paludis,131
Pseudoxanthomonas yeongjuensis,131
Gordonia asplenii,131
Salinispora cortesiana,130
Oceaniradius stylonematis,128
Polynucleobacter corsicus,127
Promicromonospora iranensis,126
Kocuria uropygialis,126
Microbulbifer okinawensis,126
Enterococcus crotali,126
Pusillimonas thiosulfatoxidans,125
Kribbella endophytica,124
Borreliella lanei,123
Thiomonas thermosulfata,122
Xenorhabdus magdalenensis,122
Polynucleobacter ibericus,121
Shewanella litoralis,121
Paludibacterium purpuratum,120
Proteus cibi,120
Saccharomonospora oceani,119
Mesorhizobium waitakense,119
Actinomadura sporangiiformans,119
Planococcus ruber,119
Paraburkholderia silviterrae,119
Salinispora goodfellowii,118
Acinetobacter geminorum,118
Flavobacterium brevivitae,118
Ramlibacter monticola,118
Rugosimonospora africana,116
Microbacterium atlanticum,115
Microbacterium aureliae,115
Mesorhizobium olivaresii,114
Polynucleobacter arcticus,113
Pseudoalteromonas amylolytica,113
Mesorhizobium calcicola,112
Salinispora vitiensis,112
Phocaeicola barnesiae,112
Flavobacterium amniphilum,111
Kocuria salina,111
Pseudoclavibacter endophyticus,110
Pseudoclavibacter terrae,109
Flavobacterium hankyongi,108
Polynucleobacter tropicus,107
Kitasatospora cinereorecta,107
Nocardia jiangsuensis,106
Helicobacter vulpis,105
Dyella kyungheensis,105
Polynucleobacter aenigmaticus,104
Sorangium bulgaricum,104
Limosilactobacillus urinaemulieris,102
Marinobacterium profundum,102
Simulacricoccus ruber,102
Levilactobacillus acidifarinae,101
Staphylococcus caledonicus,101
Comamonas phosphati,101
Staphylococcus durrellii,101
Gillisia marina,100
Sorangium dawidii,100
Pseudogulbenkiania gefcensis,99
Thiomonas islandica,98
Ideonella benzenivorans,97
Sinomonas halotolerans,96
Sorangium arenae,96
Sorangium ambruticinum,96
Bradyrhizobium ripae,96
Microterricola pindariensis,96
Nonomuraea cavernae,95
Rugosimonospora acidiphila,94
Leptospira saintgironsiae,93
Staphylococcus marylandisciuri,93
Halpernia frigidisoli,93
Halococcus sediminicola,93
Acinetobacter nematophilus,92
Chromobacterium alkanivorans,92
Brevibacillus porteri,91
Borreliella sinica,91
Sorangium orientale,91
Leptospira sarikeiensis,90
Brevibacillus schisleri,90
Listeria ilorinensis,90
Borreliella americana,90
Sorangium kenyense,90
Enterobacter nematophilus,89
Trichococcus alkaliphilus,89
Staphylococcus americanisciuri,88
Empedobacter tilapiae,86
Microbacterium ureisolvens,86
Sphingobium bisphenolivorans,86
Vitiosangium subalbum,85
Humibacter antri,85
Marinobacterium coralli,85
Actinomadura jiaoheensis,84
Sorangium reichenbachii,84
Kaistia algarum,83
Shewanella saliphila,83
Trinickia diaoshuihuensis,83
Azorhizobium oxalatiphilum,83
Bradyrhizobium cenepequi,82
Rhodopseudomonas thermotolerans,82
Kurthia populi,82
Nocardia rhizosphaerihabitans,81
Xanthomonas bonasiae,81
Alkalibacillus silvisoli,80
Caballeronia turbans,79
Mesorhizobium acaciae,78
Acetobacter conturbans,78
Micromonospora pelagivivens,78
Bradyrhizobium glycinis,78
Paraburkholderia nemoris,78
Bradyrhizobium hereditatis,78
Flavobacterium ranwuense,78
Nocardiopsis nikkonensis,78
Burkholderia guangdongensis,78
Kaistia geumhonensis,77
Pseudochrobactrum lubricantis,77
Bhargavaea massiliensis,76
Bradyrhizobium semiaridum,76
Rhizobium acaciae,76
Micromonospora ovatispora,76
Bradyrhizobium diversitatis,75
Xenorhabdus lircayensis,75
Ciceribacter thiooxidans,75
Amycolatopsis cappadoca,74
Microbacterium cremeum,74
Paraburkholderia haematera,74
Allorhizobium borbori,74
Polynucleobacter sphagniphilus,73
Bradyrhizobium agreste,73
Paeniglutamicibacter psychrophenolicus,73
Psychromonas japonica,73
Pseudaminobacter arsenicus,73
Pseudarthrobacter niigatensis,72
Micromonospora mangrovi,71
Sinosporangium siamense,71
Rhizobacter profundi,71
Kaistella chaponensis,71
Mycolicibacterium nivoides,70
Corallococcus silvisoli,70
Bradyrhizobium centrosematis,69
Neobacillus soli,69
Corynebacterium kalidii,69
Kaistia nematophila,69
Brevibacterium atlanticum,67
Rhizobium beringeri,67
Caulobacter hibisci,67
Chryseobacterium aureum,67
Psychromonas boydii,67
Borreliella turdi,66
Acinetobacter kanungonis,66
Caulobacter soli,65
Rothia halotolerans,65
Mesorhizobium norvegicum,64
Sphingobium aquiterrae,64
Citreicoccus inhibens,64
Mycolicibacterium houstonense,63
Micromonospora salmantinae,63
Methanolobus psychrotolerans,63
Aquamicrobium aestuarii,63
Mesorhizobium carmichaelinearum,62
Actinomadura lepetitiana,62
Mesorhizobium comanense,62
Halorubrum amylolyticum,62
Corynebacterium marquesiae,62
Gulosibacter massiliensis,62
Agrobacterium burrii,62
Leptospira hartskeerlii,61
Brachybacterium atlanticum,61
Delftia rhizosphaerae,61
Patulibacter brassicae,60
Nonomuraea basaltis,60
[Ochrobactrum] teleogrylli,60
Gluconobacter cadivus,60
Leptospira neocaledonica,59
Flavobacterium frigoritolerans,59
Alloscardovia venturai,59
Kaistia defluvii,59
Paenibacillus rhizolycopersici,58
Citrobacter meridianamericanus,58
Huaxiibacter chinensis,58
Micromonospora alfalfae,58
Novacetimonas cocois,58
Ramlibacter humi,58
Nonomuraea syzygii,57
Rahnella ecdela,57
Flavobacterium pygoscelis,57
Arsenicicoccus dermatophilus,57
Natrinema salinisoli,57
Rhizobacter bergeniae,56
Nonomuraea stahlianthi,56
Variovorax ureilyticus,56
Bartonella refiksaydamii,56
Micromonospora fulva,56
Terrimesophilobacter mesophilus,56
Rhodococcus gannanensis,55
Micromonospora tarapacensis,55
Chryseobacterium faecale,55
Micromonospora trifolii,55
Micromonospora hortensis,55
Silvania hatchlandensis,55
Methylomonas fluvii,55
Paraburkholderia flava,55
Micromonospora zhanjiangensis,54
Leptospira haakeii,54
Trinickia fusca,54
Pseudoxanthomonas helianthi,54
Priestia qingshengii,54
Dokdonia genika,54
Mycolicibacterium malmesburyense,53
Rhodococcus humicola,53
Zhengella mangrovi,53
Chryseobacterium aurantiacum,53
Collimonas silvisoli,53
Planococcus koreensis,52
Aquamicrobium ahrensii,52
Ramlibacter alkalitolerans,52
Gluconobacter vitians,52
Collimonas humicola,52
Xenorhabdus romanii,52
Stigmatella hybrida,52
Duganella levis,51
Mycolicibacterium mengxianglii,51
Borreliella carolinensis,51
Rhodanobacter umsongensis,51
Saccharedens versatilis,51
Chelativorans composti,51
Clostridium hominis,51
Helicobacter anatolicus,51
Nocardia rhizosphaerae,50
Metabacillus schmidteae,50
Pseudoalteromonas ostreae,50
Williamsia phyllosphaerae,50
Paraburkholderia pallidirosea,50
Trichococcus paludicola,50
Shewanella ulleungensis,50
Bartonella raoultii,50
Massilia cavernae,49
Pandoraea cepalis,49
Micromonospora humida,49
Chryseobacterium kimseyorum,49
Sphingobium terrigena,49
Erythrobacter donghaensis,49
Yaniella flava,49
Pyxidicoccus xibeiensis,49
Ureibacillus chungkukjangi,48
Phyllobacterium calauticae,48
Gulosibacter bifidus,48
Chungangia koreensis,48
Alicyclobacillus suci,48
Kaistia dalseonensis,48
Aeromonas finlandensis,47
Paralcaligenes ginsengisoli,47
Micromonospora caldifontis,47
Pseudoalteromonas aestuariivivens,47
Dyella humi,47
Dyella mobilis,47
Dyella flava,47
Chryseobacterium salipaludis,47
Actinomadura roseirufa,47
Rhodococcus olei,47
Gordonia sediminis,47
Planococcus columbae,47
Gulosibacter faecalis,47
Erythrobacter colymbi,46
Mycolicibacter engbaekii,46
Photobacterium lucens,46
Phyllobacterium phragmitis,46
Sphingomonas citricola,46
Pseudoxanthomonas putridarboris,46
Acinetobacter silvestris,46
Myxococcus guangdongensis,46
Kitasatospora misakiensis,46
Gordonia zhaorongruii,45
Mesorhizobium ventifaucium,45
Priestia paraflexa,45
Sphingomonas citri,45
Bartonella heixiaziensis,44
Caballeronia peredens,44
Promicromonospora soli,44
Lentilactobacillus fungorum,44
Corynebacterium curieae,44
Acinetobacter amyesii,44
Xanthomonas cissicola,44
Agromyces insulae,44
Myxococcus qinghaiensis,44
Nonomuraea purpurea,43
Pseudoclavibacter alba,43
Gulosibacter hominis,43
Sphingobium vulgare,43
Myroides oncorhynchi,43
Myxococcus dinghuensis,43
Chryseobacterium solani,42
Actinophytocola gilvus,42
Rhodococcus lactis,42
Mycolicibacter nonchromogenicus,42
Roseomonas harenae,42
Mycolicibacterium vinylchloridicum,42
Actinomadura violacea,42
Mesorhizobium escarrei,42
Sphingobium sufflavum,42
Bhargavaea ullalensis,42
Streptosporangium algeriense,42
Hamadaea flava,42
Qipengyuania gaetbuli,41
Vibrio floridensis,41
Shewanella septentrionalis,41
Pseudaeromonas pectinilytica,41
Collimonas antrihumi,41
Fusobacterium watanabei,41
Natrinema amylolyticum,41
Actinopolymorpha pittospori,40
Allohumibacter endophyticus,40
Limosilactobacillus caviae,40
Arenivirga flava,40
Marinobacterium maritimum,40
Terriglobus aquaticus,40
Halorubrum salsamenti,39
Cytobacillus citreus,39
Novosphingobium album,39
Cytobacillus purgationiresistens,39
Mobilicoccus caccae,39
Actinophytocola burenkhanensis,39
Chromobacterium sinusclupearum,38
Rouxiella aceris,38
Chryseobacterium lineare,38
Dyella halodurans,38
Corynebacterium evansiae,38
Nonomuraea cypriaca,37
Amycolatopsis silviterrae,37
Promicromonospora callitridis,37
Imhoffiella bheemlica,37
Halorubrum aethiopicum,37
Dokdonia diaphoros,37
Trinickia mobilis,36
Nocardia coffeae,36
Halopelagius fulvigenes,36
Metabacillus galliciensis,36
Trinickia acidisoli,35
Microbacterium allomyrinae,35
Gordonia zhenghanii,35
Halorubrum trueperi,35
Neobacillus pocheonensis,35
Arthrobacter cavernae,34
Oricola indica,34
Helicobacter kumamotonensis,34
Gordonia liuliyuniae,34
Dyella subtropica,34
Dyella silvatica,34
Cytobacillus eiseniae,34
Dyella acidisoli,34
Solibacillus cecembensis,34
Streptosporangium jomthongense,33
Streptosporangium terrae,33
Micromonospora thawaii,33
Chromobacterium alticapitis,33
Frateuria flava,33
Massilia agrisoli,33
Helicobacter colisuis,33
Dyella humicola,33
Dyella silvae,33
Aquaspirillum soli,33
Peribacillus tepidiphilus,33
Isoptericola halalbus,32
Duganella vulcania,32
Schlegelella koreensis,32
Ideonella aquatica,32
Actinomadura parmotrematis,32
Helicobacter turcicus,32
Humibacter soli,32
Daejeonia ginsenosidivorans,32
Microbulbifer flavimaris,31
Ideonella alba,31
Bradyrhizobium zhengyangense,31
Mesobacillus thioparans,31
Lentibacillus salis,31
Psychromonas heitensis,31
Dorea amylophila,31
Mycolicibacterium murale,30
Pandoraea terrigena,30
Mycolicibacterium vulneris,30
Piscinibacterium candidicorallinum,30
Phaeochromatium fluminis,30
Kribbella monticola,29
Rugamonas apoptosis,29
Shewanella metallivivens,29
Nonomuraea aurantiaca,29
Natrinema saccharevitans,29
Mycoplana azooxidifex,29
Dyella amyloliquefaciens,29
Metabacillus iocasae,29
Polynucleobacter paludilacus,28
Rugamonas brunnea,28
Chryseobacterium lecithinasegens,28
Humibacter aquilariae,28
Tsuneonella amylolytica,28
Neobacillus ginsengisoli,28
Borreliella tanukii,27
Microbulbifer aestuariivivens,27
Neptuniibacter halophilus,27
