Binomial name
Limosilactobacillus urinaemulieris
Marinobacterium profundum
Simulacricoccus ruber
Levilactobacillus acidifarinae
Staphylococcus caledonicus
Comamonas phosphati
Staphylococcus durrellii
Gillisia marina
Sorangium dawidii
Pseudogulbenkiania gefcensis
Thiomonas islandica
Ideonella benzenivorans
Sinomonas halotolerans
Sorangium arenae
Sorangium ambruticinum
Bradyrhizobium ripae
Microterricola pindariensis
Nonomuraea cavernae
Rugosimonospora acidiphila
Leptospira saintgironsiae
Staphylococcus marylandisciuri
Halpernia frigidisoli
Halococcus sediminicola
Acinetobacter nematophilus
Chromobacterium alkanivorans
Brevibacillus porteri
Borreliella sinica
Sorangium orientale
Leptospira sarikeiensis
Brevibacillus schisleri
Listeria ilorinensis
Borreliella americana
Sorangium kenyense
Enterobacter nematophilus
Trichococcus alkaliphilus
Staphylococcus americanisciuri
Empedobacter tilapiae
Microbacterium ureisolvens
Sphingobium bisphenolivorans
Vitiosangium subalbum
Humibacter antri
Marinobacterium coralli
Actinomadura jiaoheensis
Sorangium reichenbachii
Kaistia algarum
Shewanella saliphila
Trinickia diaoshuihuensis
Azorhizobium oxalatiphilum
Bradyrhizobium cenepequi
Rhodopseudomonas thermotolerans
Kurthia populi
Nocardia rhizosphaerihabitans
Xanthomonas bonasiae
Alkalibacillus silvisoli
Caballeronia turbans
Mesorhizobium acaciae
Acetobacter conturbans
Micromonospora pelagivivens
Bradyrhizobium glycinis
Paraburkholderia nemoris
Bradyrhizobium hereditatis
Flavobacterium ranwuense
Nocardiopsis nikkonensis
Burkholderia guangdongensis
Kaistia geumhonensis
Pseudochrobactrum lubricantis
Bhargavaea massiliensis
Bradyrhizobium semiaridum
Rhizobium acaciae
Micromonospora ovatispora
Bradyrhizobium diversitatis
Xenorhabdus lircayensis
Ciceribacter thiooxidans
Amycolatopsis cappadoca
Microbacterium cremeum
Paraburkholderia haematera
Allorhizobium borbori
Polynucleobacter sphagniphilus
Bradyrhizobium agreste
Paeniglutamicibacter psychrophenolicus
Psychromonas japonica
Pseudaminobacter arsenicus
Pseudarthrobacter niigatensis
Micromonospora mangrovi
Sinosporangium siamense
Rhizobacter profundi
Kaistella chaponensis
Mycolicibacterium nivoides
Corallococcus silvisoli
Bradyrhizobium centrosematis
Neobacillus soli
Corynebacterium kalidii
Kaistia nematophila
Brevibacterium atlanticum
Rhizobium beringeri
Caulobacter hibisci
Chryseobacterium aureum
Psychromonas boydii
Borreliella turdi
Acinetobacter kanungonis
Caulobacter soli
Rothia halotolerans
Mesorhizobium norvegicum
Sphingobium aquiterrae
Citreicoccus inhibens
Mycolicibacterium houstonense
Micromonospora salmantinae
Methanolobus psychrotolerans
Aquamicrobium aestuarii
Mesorhizobium carmichaelinearum
Actinomadura lepetitiana
Mesorhizobium comanense
Halorubrum amylolyticum
Corynebacterium marquesiae
Gulosibacter massiliensis
Agrobacterium burrii
Leptospira hartskeerlii
Brachybacterium atlanticum
Delftia rhizosphaerae
Patulibacter brassicae
Nonomuraea basaltis
[Ochrobactrum] teleogrylli
Gluconobacter cadivus
Leptospira neocaledonica
Flavobacterium frigoritolerans
Alloscardovia venturai
Kaistia defluvii
Paenibacillus rhizolycopersici
Citrobacter meridianamericanus
Huaxiibacter chinensis
Micromonospora alfalfae
Novacetimonas cocois
Ramlibacter humi
Nonomuraea syzygii
Rahnella ecdela
Flavobacterium pygoscelis
Arsenicicoccus dermatophilus
Natrinema salinisoli
Rhizobacter bergeniae
Nonomuraea stahlianthi
Variovorax ureilyticus
Bartonella refiksaydamii
Micromonospora fulva
Terrimesophilobacter mesophilus
Rhodococcus gannanensis
Micromonospora tarapacensis
Chryseobacterium faecale
Micromonospora trifolii
Micromonospora hortensis
Silvania hatchlandensis
Methylomonas fluvii
Paraburkholderia flava
Micromonospora zhanjiangensis
Leptospira haakeii
Trinickia fusca
Pseudoxanthomonas helianthi
Priestia qingshengii
Dokdonia genika
Mycolicibacterium malmesburyense
Rhodococcus humicola
Zhengella mangrovi
Chryseobacterium aurantiacum
Collimonas silvisoli
Planococcus koreensis
Aquamicrobium ahrensii
Ramlibacter alkalitolerans
Gluconobacter vitians
Collimonas humicola
Xenorhabdus romanii
Stigmatella hybrida
Duganella levis
Mycolicibacterium mengxianglii
Borreliella carolinensis
Rhodanobacter umsongensis
Saccharedens versatilis
Chelativorans composti
Clostridium hominis
Helicobacter anatolicus
Nocardia rhizosphaerae
Metabacillus schmidteae
Pseudoalteromonas ostreae
Williamsia phyllosphaerae
Paraburkholderia pallidirosea
Trichococcus paludicola
Shewanella ulleungensis
Bartonella raoultii
Massilia cavernae
Pandoraea cepalis
Micromonospora humida
Chryseobacterium kimseyorum
Sphingobium terrigena
Erythrobacter donghaensis
Yaniella flava
Pyxidicoccus xibeiensis
Ureibacillus chungkukjangi
Phyllobacterium calauticae
Gulosibacter bifidus
Chungangia koreensis
Alicyclobacillus suci
Kaistia dalseonensis
Aeromonas finlandensis
Paralcaligenes ginsengisoli
Micromonospora caldifontis
Pseudoalteromonas aestuariivivens
Dyella humi
Dyella mobilis
Dyella flava
Chryseobacterium salipaludis
Actinomadura roseirufa
Rhodococcus olei
Gordonia sediminis
Planococcus columbae
Gulosibacter faecalis
Erythrobacter colymbi
Mycolicibacter engbaekii
Photobacterium lucens
Phyllobacterium phragmitis
Sphingomonas citricola
Pseudoxanthomonas putridarboris
Acinetobacter silvestris
Myxococcus guangdongensis
Kitasatospora misakiensis
Gordonia zhaorongruii
Mesorhizobium ventifaucium
Priestia paraflexa
Sphingomonas citri
Bartonella heixiaziensis
Caballeronia peredens
Promicromonospora soli
Lentilactobacillus fungorum
Corynebacterium curieae
Acinetobacter amyesii
Xanthomonas cissicola
Agromyces insulae
Myxococcus qinghaiensis
Nonomuraea purpurea
Pseudoclavibacter alba
Gulosibacter hominis
Sphingobium vulgare
Myroides oncorhynchi
Myxococcus dinghuensis
Chryseobacterium solani
Actinophytocola gilvus
Rhodococcus lactis
Mycolicibacter nonchromogenicus
Roseomonas harenae
Mycolicibacterium vinylchloridicum
Actinomadura violacea
Mesorhizobium escarrei
Sphingobium sufflavum
Bhargavaea ullalensis
Streptosporangium algeriense
Hamadaea flava
Qipengyuania gaetbuli
Vibrio floridensis
Shewanella septentrionalis
Pseudaeromonas pectinilytica
Collimonas antrihumi
Fusobacterium watanabei
Natrinema amylolyticum
Actinopolymorpha pittospori
Allohumibacter endophyticus
Limosilactobacillus caviae
Arenivirga flava
Marinobacterium maritimum
Terriglobus aquaticus
Halorubrum salsamenti
Cytobacillus citreus
Novosphingobium album
Cytobacillus purgationiresistens
Mobilicoccus caccae
Actinophytocola burenkhanensis
Chromobacterium sinusclupearum
Rouxiella aceris
Chryseobacterium lineare
Dyella halodurans
Corynebacterium evansiae
Nonomuraea cypriaca
Amycolatopsis silviterrae
Promicromonospora callitridis
Imhoffiella bheemlica
Halorubrum aethiopicum
Dokdonia diaphoros
Trinickia mobilis
Nocardia coffeae
Halopelagius fulvigenes
Metabacillus galliciensis
Trinickia acidisoli
Microbacterium allomyrinae
Gordonia zhenghanii
Halorubrum trueperi
Neobacillus pocheonensis
Arthrobacter cavernae
Oricola indica
Helicobacter kumamotonensis
Gordonia liuliyuniae
Dyella subtropica
Dyella silvatica
Cytobacillus eiseniae
Dyella acidisoli
Solibacillus cecembensis
Streptosporangium jomthongense
Streptosporangium terrae
Micromonospora thawaii
Chromobacterium alticapitis
Frateuria flava
Massilia agrisoli
Helicobacter colisuis
Dyella humicola
Dyella silvae
Aquaspirillum soli
Peribacillus tepidiphilus
Isoptericola halalbus
Duganella vulcania
Schlegelella koreensis
Ideonella aquatica
Actinomadura parmotrematis
Helicobacter turcicus
Humibacter soli
Daejeonia ginsenosidivorans
Microbulbifer flavimaris
Ideonella alba
Bradyrhizobium zhengyangense
Mesobacillus thioparans
Lentibacillus salis
Psychromonas heitensis
Dorea amylophila
Mycolicibacterium murale
Pandoraea terrigena
Mycolicibacterium vulneris
Piscinibacterium candidicorallinum
Phaeochromatium fluminis
Kribbella monticola
Rugamonas apoptosis
Shewanella metallivivens
Nonomuraea aurantiaca
Natrinema saccharevitans
Mycoplana azooxidifex
Dyella amyloliquefaciens
Metabacillus iocasae
Polynucleobacter paludilacus
Rugamonas brunnea
Chryseobacterium lecithinasegens
Humibacter aquilariae
Tsuneonella amylolytica
Neobacillus ginsengisoli
Borreliella tanukii
Microbulbifer aestuariivivens
Neptuniibacter halophilus
Alcanivorax xiamenensis
Rugamonas fusca
Sinorhizobium psoraleae
Halorubrum pallidum
Peribacillus alkalitolerans
Paracandidimonas caeni
Arthrobacter ipis
Halobellus rarus
Novacetimonas maltaceti
Mycolicibacterium komossense
Thermocatellispora soli
Nocardiopsis coralli
Dyella lutea
Mycolicibacterium lutetiense
Erythrobacter aurantius
Leptospira andrefontaineae
Rhodococcus yananensis
Pseudarthrobacter humi
Natrinema mahii
Heyndrickxia shackletonii
Actinokineospora guangxiensis
Lentilactobacillus raoultii
Methylotuvimicrobium japanense
Mariniflexile aquimaris
Pseudaminobacter granuli
Bacteroides facilis
Pandoraea capi
Pseudorivibacter rhizosphaerae
Mesorhizobium hankyongi
Kaistella treverensis
Prauserella soli
Pandoraea anapnoica
Paucilactobacillus kaifaensis
Caballeronia ginsengisoli
Polynucleobacter kasalickyi
Mycolicibacterium arcueilense
Niallia endozanthoxylica
Metabacillus herbersteinensis
Heyndrickxia ginsengihumi
Epilithonimonas hungarica
Metaplanococcus flavidus
Agromyces seonyuensis
Stutzerimonas xanthomarina
Qipengyuania xiapuensis
Actinokineospora acnipugnans
Tsuneonella suprasediminis
Pandoraea eparura
Pandoraea captiosa
Actinorectispora metalli
Saccharomonospora xiaoerkulensis
Leptospira dzoumogneensis
Pusillimonas minor
Heyndrickxia acidicola
Stutzerimonas nitrititolerans
Caldimonas caldifontis
Aestuariimicrobium soli
Epilithonimonas arachidiradicis
Nonomuraea mangrovi
Metamycoplasma buccale
Pandoraea soli
Kaistella solincola
Epilithonimonas mollis
Cytobacillus formosensis
Sinorhizobium shofinae
Pandoraea aquatica
Qipengyuania aestuarii
Microbulbifer guangxiensis
Eoetvoesiella caeni
Prescottella soli
Niallia oryzisoli
Prescottella subtropica
Pseudomonas shirazensis
Pseudomonas azerbaijanoccidentalis
Corynebacterium meitnerae
Corynebacterium yonathiae
Paracidovorax cattleyae
Sinorhizobium glycinis
Paenacidovorax caeni
Oleidesulfovibrio vietnamensis
Corynebacterium macclintockiae
Cryobacterium tagatosivorans
Polynucleobacter brandtiae
Pseudoduganella namucuonensis
Kaistella montana
Kaistella anthropi
Novacetimonas pomaceti
Leptospira koniambonensis
Paracidovorax wautersii
Mycolicibacterium montmartrense
Pseudomonas akapageensis
Epilithonimonas pallida
Polynucleobacter alcilacus
Polynucleobacter finlandensis
Qipengyuania vesicularis
Qipengyuania polymorpha
Polynucleobacter hallstattensis
Polynucleobacter bastaniensis
Polynucleobacter nymphae
Qipengyuania sphaerica
Sphingomonas folli
Qipengyuania xiamenensis
