Species,anthropic/claude-3-sonnet,anthropic/claude-sonnet-4,deepseek/deepseek-chat-v3-0324,deepseek/deepseek-r1-0528,google/gemini-2.5-flash,google/gemini-2.5-flash-lite,google/gemma-3-27b-it,meta-llama/llama-3.3-70b-instruct,mistralai/mistral-nemo,moonshotai/kimi-k2,openai/gpt-4,openai/gpt-4.1,openai/gpt-4.1-nano,openai/gpt-4o,openai/gpt-4o-mini,openai/gpt-5,openai/gpt-5-nano,openai/gpt-oss-120b,openai/gpt-oss-20b,openai/o4-mini,perplexity/sonar-reasoning-pro,x-ai/grok-3-mini
Caballeronia turbans,Limited,Limited,Limited,NA,Limited,Limited,Moderate,NA,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,NA,NA,NA,Limited,Limited,No Result,NA
Mesorhizobium acaciae,Moderate,Limited,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,Limited,Moderate,Moderate,Limited,No Result,Moderate
Acetobacter conturbans,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,NA,No Result,NA,Limited,Moderate,NA,NA,NA,Limited,NA,No Result,NA
Micromonospora pelagivivens,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Bradyrhizobium glycinis,Extensive,Extensive,Moderate,Limited,Extensive,Moderate,Extensive,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,Limited,Limited,Moderate,Moderate,Limited,No Result,Moderate
Paraburkholderia nemoris,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Bradyrhizobium hereditatis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,NA,Limited,Limited,No Result,Moderate
Flavobacterium ranwuense,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Nocardiopsis nikkonensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Burkholderia guangdongensis,Moderate,Limited,Moderate,Limited,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Kaistia geumhonensis,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Pseudochrobactrum lubricantis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,NA,NA,Limited,Limited,Limited,No Result,Limited
Bhargavaea massiliensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Bradyrhizobium semiaridum,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Moderate,Limited,NA,Moderate,Limited,Limited,No Result,Moderate
Rhizobium acaciae,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,Limited,Moderate,Limited,No Result,Moderate
Micromonospora ovatispora,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,NA,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Bradyrhizobium diversitatis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,NA,Limited,Limited,No Result,Limited
Xenorhabdus lircayensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Ciceribacter thiooxidans,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,NA,Limited,Limited,Limited,Limited,No Result,Limited
Amycolatopsis cappadoca,Limited,Limited,Limited,Limited,Limited,NA,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Extensive,NA,NA,NA,Limited,Limited,No Result,Moderate
Microbacterium cremeum,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Extensive,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,NA
Paraburkholderia haematera,Moderate,Limited,Limited,Limited,Limited,NA,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,NA,NA,NA,No Result,Moderate
Allorhizobium borbori,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,Limited,NA,Limited,Limited,No Result,NA
Polynucleobacter sphagniphilus,Limited,Limited,Limited,Limited,Limited,Extensive,Moderate,Moderate,Moderate,Limited,NA,No Result,Limited,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Bradyrhizobium agreste,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Moderate,Limited,Limited,No Result,Limited
Paeniglutamicibacter psychrophenolicus,Limited,Limited,Limited,Moderate,NA,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Psychromonas japonica,Moderate,Limited,Limited,Moderate,Limited,Moderate,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Pseudaminobacter arsenicus,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Pseudarthrobacter niigatensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Micromonospora mangrovi,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Limited,No Result,Limited
Sinosporangium siamense,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Limited,Limited,Limited,Limited,Limited,NA,No Result,Limited
Rhizobacter profundi,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,NA,Limited,NA,No Result,NA,Limited,NA,Limited,NA,NA,Limited,NA,No Result,Limited
Kaistella chaponensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,NA,Limited,NA,Limited,Limited,No Result,Limited
Mycolicibacterium nivoides,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Extensive,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,NA,Limited,Limited,No Result,NA
Corallococcus silvisoli,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,Limited,Limited,Inference Failed,Limited,No Result,Limited
Bradyrhizobium centrosematis,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Limited,Limited,No Result,Moderate
Neobacillus soli,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Corynebacterium kalidii,Limited,Limited,NA,Limited,NA,Limited,Moderate,NA,Moderate,Limited,Limited,No Result,NA,Limited,Limited,NA,NA,NA,Limited,NA,No Result,NA
Kaistia nematophila,Limited,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,NA,Limited,Limited,NA,NA,Limited,Limited,Limited,No Result,Limited
Brevibacterium atlanticum,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,Limited,Limited,Limited,Limited,No Result,Moderate
Rhizobium beringeri,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Moderate,NA,NA,NA,Limited,Limited,No Result,NA
Caulobacter hibisci,Limited,Limited,Limited,Limited,NA,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Moderate,NA,NA,NA,Limited,Limited,No Result,Limited
Chryseobacterium aureum,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Psychromonas boydii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,NA,No Result,Extensive,Limited,Moderate,Limited,NA,NA,Limited,Limited,No Result,NA
Borreliella turdi,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Moderate,Moderate,NA,Limited,Limited,Limited,No Result,Limited
Acinetobacter kanungonis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Limited,NA,NA,NA,Limited,NA,No Result,NA
Caulobacter soli,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Rothia halotolerans,Limited,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Limited,Limited,No Result,Limited
Mesorhizobium norvegicum,Moderate,Limited,Moderate,Limited,Limited,Limited,Extensive,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Moderate,Moderate,Limited,No Result,Moderate
Sphingobium aquiterrae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Citreicoccus inhibens,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Moderate,Limited,NA,NA,Limited,Limited,No Result,Limited
Mycolicibacterium houstonense,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Limited,Extensive,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate
Micromonospora salmantinae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Limited,NA,Limited,Limited,Limited,Limited,No Result,Limited
Methanolobus psychrotolerans,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Moderate,Limited,Limited,No Result,Moderate
Aquamicrobium aestuarii,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Moderate,Limited,Limited,No Result,Limited
Mesorhizobium carmichaelinearum,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Extensive,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,NA,Limited,NA,No Result,Moderate
Actinomadura lepetitiana,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,NA,No Result,Moderate
Mesorhizobium comanense,Moderate,Limited,Moderate,Moderate,Limited,Limited,Extensive,Limited,Extensive,Limited,NA,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Halorubrum amylolyticum,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Limited,Moderate,Limited,No Result,Moderate
Corynebacterium marquesiae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,NA,No Result,Moderate,Limited,Limited,NA,NA,Limited,NA,Limited,No Result,NA
Gulosibacter massiliensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Agrobacterium burrii,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,NA,Limited,NA,No Result,NA
Leptospira hartskeerlii,Moderate,Moderate,Limited,Limited,NA,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Limited,NA,NA,Limited,NA,Limited,No Result,NA
Brachybacterium atlanticum,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Delftia rhizosphaerae,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Patulibacter brassicae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Nonomuraea basaltis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Limited,NA,Limited,Limited,Limited,Limited,No Result,Limited
[Ochrobactrum] teleogrylli,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Gluconobacter cadivus,Limited,Limited,NA,Limited,NA,Limited,Extensive,NA,Moderate,Limited,NA,No Result,NA,NA,Extensive,NA,NA,NA,Limited,Moderate,No Result,NA
Leptospira neocaledonica,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Flavobacterium frigoritolerans,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Extensive,Limited,Moderate,NA,Moderate,Limited,Limited,Limited,No Result,Moderate
Alloscardovia venturai,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,NA,NA,Limited,Limited,NA,No Result,Limited
Kaistia defluvii,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Paenibacillus rhizolycopersici,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Citrobacter meridianamericanus,Limited,Limited,NA,NA,NA,Limited,Moderate,NA,Moderate,NA,NA,No Result,Limited,Limited,Limited,NA,NA,NA,NA,NA,No Result,NA
Huaxiibacter chinensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Micromonospora alfalfae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Moderate,Limited,Limited,No Result,Limited
Novacetimonas cocois,Limited,Limited,NA,Limited,Limited,Limited,Moderate,NA,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,NA
Ramlibacter humi,Limited,Limited,Moderate,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,NA,Limited,Limited,No Result,Limited
Nonomuraea syzygii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Rahnella ecdela,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Moderate,NA,NA,NA,NA,NA,No Result,NA
Flavobacterium pygoscelis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,NA,No Result,NA
Arsenicicoccus dermatophilus,Limited,Limited,NA,Limited,Limited,Limited,Moderate,NA,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,NA
Natrinema salinisoli,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Rhizobacter bergeniae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Limited,NA,NA,NA,Limited,NA,No Result,Limited
Nonomuraea stahlianthi,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Variovorax ureilyticus,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,NA,No Result,Moderate
Bartonella refiksaydamii,Limited,Limited,NA,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,NA,NA,Limited,NA,NA,No Result,NA
Micromonospora fulva,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Moderate,Limited,Moderate,NA,NA,Moderate,Moderate,Moderate,No Result,Moderate
Terrimesophilobacter mesophilus,Limited,Limited,NA,NA,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,NA,Limited,No Result,NA
Rhodococcus gannanensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Micromonospora tarapacensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Chryseobacterium faecale,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Micromonospora trifolii,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Extensive,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Limited,Moderate,No Result,Moderate
Micromonospora hortensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Moderate,Moderate,Limited,NA,Moderate,Limited,Limited,No Result,Moderate
Silvania hatchlandensis,NA,NA,NA,NA,NA,NA,Limited,NA,Limited,NA,NA,No Result,NA,NA,NA,NA,NA,NA,NA,NA,No Result,NA
Methylomonas fluvii,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,Moderate,Limited,No Result,Limited
Paraburkholderia flava,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Extensive,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Micromonospora zhanjiangensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Extensive,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Leptospira haakeii,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Trinickia fusca,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,NA,No Result,Moderate
Pseudoxanthomonas helianthi,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Priestia qingshengii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Extensive,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited
Dokdonia genika,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Limited,Limited,Limited,NA,NA,Limited,No Result,Moderate
Mycolicibacterium malmesburyense,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Rhodococcus humicola,Moderate,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,NA,No Result,Moderate
Zhengella mangrovi,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,Limited,No Result,NA,Limited,NA,Limited,NA,Limited,Limited,Limited,No Result,Limited
Chryseobacterium aurantiacum,Moderate,Moderate,Limited,Limited,Limited,NA,Moderate,Limited,Limited,Moderate,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,No Result,Limited
Collimonas silvisoli,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Moderate,Limited,Limited,No Result,Limited
Planococcus koreensis,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Moderate,Limited,Limited,Limited,No Result,Moderate
Aquamicrobium ahrensii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Ramlibacter alkalitolerans,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Gluconobacter vitians,Moderate,Limited,Limited,Limited,NA,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,Limited,NA,Limited,No Result,NA
Collimonas humicola,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,NA,Limited,Limited,Moderate,Moderate,No Result,Limited
Xenorhabdus romanii,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,Limited,NA,Moderate,Limited,Limited,No Result,NA
Stigmatella hybrida,Moderate,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Limited,Limited,NA,No Result,Moderate,Limited,Extensive,NA,Limited,NA,Moderate,NA,No Result,NA
Duganella levis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,NA,Limited,Limited,No Result,Limited
Mycolicibacterium mengxianglii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Borreliella carolinensis,Moderate,Moderate,Limited,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Rhodanobacter umsongensis,Limited,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Saccharedens versatilis,Moderate,Limited,NA,Limited,NA,NA,Moderate,Limited,Limited,NA,NA,No Result,NA,NA,NA,NA,NA,NA,Limited,Limited,No Result,NA
Chelativorans composti,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Clostridium hominis,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Moderate,Limited,Limited,No Result,Extensive,Limited,Moderate,NA,NA,Limited,Limited,Limited,No Result,Moderate
Helicobacter anatolicus,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,NA,No Result,Limited
Nocardia rhizosphaerae,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Metabacillus schmidteae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,NA,No Result,Limited,Limited,Limited,NA,Limited,Limited,Limited,Limited,No Result,Limited
Pseudoalteromonas ostreae,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Moderate,Limited,No Result,Moderate
Williamsia phyllosphaerae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Paraburkholderia pallidirosea,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Trichococcus paludicola,Limited,Limited,Moderate,Moderate,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Shewanella ulleungensis,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Bartonella raoultii,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Limited,No Result,Moderate,Moderate,Moderate,NA,Moderate,NA,Moderate,Moderate,No Result,Moderate
Massilia cavernae,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
