Binomial name	NCBI_ID	Motility	Gram staining	Aerophilicity	Extreme environment tolerance	Biofilm formation	Animal pathogenicity	Biosafety level	Health association	Host association	Plant pathogenicity	Spore formation	Hemolysis	Cell shape	Member of WA subset	Superkingdom	Phylum	Class	Order	Family	Genus	Species	FTP path	Fasta file
Biostraticola tofi	466109	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Biostraticola	Biostraticola tofi	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/343/195/GCF_004343195.1_ASM434319v1	GCF_004343195.1_ASM434319v1_genomic.fasta
Pseudomonas caricapapayae	46678	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	TRUE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas caricapapayae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/735/GCF_001400735.1_PcaICMP2855	GCF_001400735.1_PcaICMP2855_genomic.fasta
Clostridium chauvoei	46867	NA	gram stain positive	anaerobic	NA	NA	TRUE	biosafety level 2	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chauvoei	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/327/205/GCF_002327205.1_ASM232720v1	GCF_002327205.1_ASM232720v1_genomic.fasta
Liquorilactobacillus hordei	468911	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus hordei	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/035/GCF_002850035.1_ASM285003v1	GCF_002850035.1_ASM285003v1_genomic.fasta
Thioalkalibacter halophilus	469656	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioalkalibacteraceae	Thioalkalibacter	Thioalkalibacter halophilus	NA	NA
Moraxella pluranimalium	470453	NA	gram stain negative	aerobic	NA	NA	TRUE	NA	NA	NA	FALSE	FALSE	gamma	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella pluranimalium	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/825/GCF_002014825.1_ASM201482v1	GCF_002014825.1_ASM201482v1_genomic.fasta
Salinimicrobium terrae	470866	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	Salinimicrobium terrae	NA	NA
Maridesulfovibrio bastinii	47157	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio bastinii	NA	NA
Paucidesulfovibrio gracilis	47158	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Paucidesulfovibrio	Paucidesulfovibrio gracilis	NA	NA
Symbiobacterium ostreiconchae	471799	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	bacillus	FALSE	Bacteria	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium ostreiconchae	NA	NA
Schumannella luteola	472059	NA	gram stain positive	NA	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Schumannella	Schumannella luteola	NA	NA
[Clostridium] viride	47246	NA	gram stain positive	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA	[Clostridium] viride	NA	NA
Ignatzschineria ureiclastica	472582	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Ignatzschineriaceae	Ignatzschineria	Ignatzschineria ureiclastica	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/652/035/GCA_014652035.1_ASM1465203v1	GCA_014652035.1_ASM1465203v1_genomic.fasta
Natronobacillus azotifigens	472978	NA	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Natronobacillus	Natronobacillus azotifigens	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/805/325/GCF_026805325.1_ASM2680532v1	GCF_026805325.1_ASM2680532v1_genomic.fasta
Metallosphaera prunae	47304	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	NA	NA	coccus	FALSE	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera prunae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/525/GCF_005222525.1_ASM522252v1	GCF_005222525.1_ASM522252v1_genomic.fasta
Methanobrevibacter cuticularis	47311	NA	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter cuticularis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/285/GCF_001639285.1_ASM163928v1	GCF_001639285.1_ASM163928v1_genomic.fasta
Hydrogenophaga pseudoflava	47421	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga pseudoflava	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/353/865/GCF_004353865.1_ASM435386v1	GCF_004353865.1_ASM435386v1_genomic.fasta
Vibrio mangrovi	474394	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio mangrovi	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/955/GCF_024346955.1_ASM2434695v1	GCF_024346955.1_ASM2434695v1_genomic.fasta
Pedomicrobium americanum	47495	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium americanum	NA	NA
Pedomicrobium australicum	47496	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium australicum	NA	NA
Pedomicrobium ferrugineum	47497	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium ferrugineum	NA	NA
Pedomicrobium manganicum	47498	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium manganicum	NA	NA
Aneurinibacillus migulanus	47500	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus migulanus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/715/GCF_001274715.1_ASM127471v1	GCF_001274715.1_ASM127471v1_genomic.fasta
Moraxella bovis	476	NA	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 2	NA	TRUE	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella bovis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/985/205/GCF_025985205.1_ASM2598520v1	GCF_025985205.1_ASM2598520v1_genomic.fasta
Leisingera aquimarina	476529	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera aquimarina	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/973/155/GCA_963973155.1_ERR594409_metabat2_20	GCA_963973155.1_ERR594409_metabat2_20_genomic.fasta
Streptomyces ascomycinicus	476551	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces ascomycinicus	NA	NA
Streptomyces milbemycinicus	476552	NA	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	NA	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces milbemycinicus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/908/395/GCF_025908395.1_ASM2590839v1	GCF_025908395.1_ASM2590839v1_genomic.fasta
Streptomyces wellingtoniae	476555	NA	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	NA	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces wellingtoniae	NA	NA
Desulfosporosinus acididurans	476652	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus acididurans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/029/285/GCF_001029285.1_ASM102928v1	GCF_001029285.1_ASM102928v1_genomic.fasta
Moraxella lacunata	477	NA	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 2	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella lacunata	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/545/GCF_002027545.1_ASM202754v1	GCF_002027545.1_ASM202754v1_genomic.fasta
Streptomyces olivaceus	47716	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	tail	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces olivaceus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/244/315/GCA_015244315.1_ASM1524431v1	GCA_015244315.1_ASM1524431v1_genomic.fasta
Streptomyces tubercidicus	47759	NA	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	tail	TRUE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces tubercidicus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/497/495/GCF_027497495.1_ASM2749749v1	GCF_027497495.1_ASM2749749v1_genomic.fasta
Streptomyces ochraceiscleroticus	47761	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	tail	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces ochraceiscleroticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/485/GCA_000720485.1_ASM72048v1	GCA_000720485.1_ASM72048v1_genomic.fasta
Streptomyces ramulosus	47762	NA	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	tail	TRUE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces ramulosus	NA	NA
Streptomyces lydicus	47763	NA	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	tail	TRUE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/445/GCF_001984445.1_ASM198444v1	GCF_001984445.1_ASM198444v1_genomic.fasta
Bacteroides graminisolvens	477666	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides graminisolvens	NA	NA
Brachybacterium alimentarium	47845	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium alimentarium	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/425/GCF_002332425.1_ASM233242v1	GCF_002332425.1_ASM233242v1_genomic.fasta
Brachybacterium tyrofermentans	47848	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium tyrofermentans	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/897/585/GCA_014897585.1_ASM1489758v1	GCA_014897585.1_ASM1489758v1_genomic.fasta
Dactylosporangium thailandense	47849	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium	Dactylosporangium thailandense	NA	NA
Micromonospora fulviviridis	47860	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora fulviviridis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/648/395/GCA_014648395.1_ASM1464839v1	GCA_014648395.1_ASM1464839v1_genomic.fasta
Micromonospora inositola	47865	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora inositola	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/285/GCA_900090285.1_IMG-taxon_2623620396_annotated_assembly	GCA_900090285.1_IMG-taxon_2623620396_annotated_assembly_genomic.fasta
Micromonospora inyonensis	47866	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora inyonensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/091/415/GCA_900091415.1_IMG-taxon_2636415978_annotated_assembly	GCA_900091415.1_IMG-taxon_2636415978_annotated_assembly_genomic.fasta
Micromonospora sagamiensis	47875	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sagamiensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/680/085/GCA_014680085.1_ASM1468008v1	GCA_014680085.1_ASM1468008v1_genomic.fasta
Cellulomonas phragmiteti	478780	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas phragmiteti	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/862/775/GCA_016862775.1_ASM1686277v1	GCA_016862775.1_ASM1686277v1_genomic.fasta
Streptomyces hypolithicus	479410	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	tail	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces hypolithicus	NA	NA
Actinoplanes auranticolor	47988	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes auranticolor	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/332/655/GCA_018332655.1_ASM1833265v1	GCA_018332655.1_ASM1833265v1_genomic.fasta
Dactylosporangium roseum	47989	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium	Dactylosporangium roseum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/264/685/GCF_025264685.1_ASM2526468v1	GCF_025264685.1_ASM2526468v1_genomic.fasta
Archangium gephyra	48	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Archangium	Archangium gephyra	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/285/GCF_001027285.1_ASM102728v1	GCF_001027285.1_ASM102728v1_genomic.fasta
Mycoplasmopsis pullorum	48003	NA	gram stain negative	NA	NA	NA	TRUE	biosafety level 2	NA	NA	FALSE	NA	NA	coccus	FALSE	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis pullorum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/245/GCF_001900245.1_ASM190024v1	GCF_001900245.1_ASM190024v1_genomic.fasta
Nocardia wallacei	480035	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 2	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia wallacei	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/466/955/GCA_014466955.1_ASM1446695v1	GCA_014466955.1_ASM1446695v1_genomic.fasta
Nocardia blacklockiae	480036	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 2	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia blacklockiae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/477/355/GCA_015477355.1_ASM1547735v1	GCA_015477355.1_ASM1547735v1_genomic.fasta
Rhizomicrobium electricum	480070	NA	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Rhizomicrobium electricum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/045/GCA_011762045.1_ASM1176204v1	GCA_011762045.1_ASM1176204v1_genomic.fasta
Virgibacillus siamensis	480071	NA	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus siamensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/162/695/GCA_900162695.1_PRJEB19320	GCA_900162695.1_PRJEB19320_genomic.fasta
Myroides profundi	480520	NA	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides profundi	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/025/GCA_000833025.1_ASM83302v1	GCA_000833025.1_ASM83302v1_genomic.fasta
Paraburkholderia rhizosphaerae	480658	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia rhizosphaerae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/366/595/GCF_004366595.1_ASM436659v1	GCF_004366595.1_ASM436659v1_genomic.fasta
Tatumella saanichensis	480813	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	TRUE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella saanichensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/375/GCA_000439375.1_06-3099_v1	GCA_000439375.1_06-3099_v1_genomic.fasta
Halomonas ilicicola	480814	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Modicisalibacter	Modicisalibacter ilicicola	NA	NA
Liquorilactobacillus capillatus	480931	NA	gram stain positive	anaerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus capillatus	NA	NA
Acetobacter ascendens	481146	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter ascendens	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/775/GCF_002173775.1_ASM217377v1	GCF_002173775.1_ASM217377v1_genomic.fasta
Lentilactobacillus sunkii	481719	NA	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus sunkii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/766/745/GCF_001766745.1_ASM176674v1	GCF_001766745.1_ASM176674v1_genomic.fasta
Ruminiclostridium hungatei	48256	NA	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium hungatei	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/051/585/GCF_002051585.1_ASM205158v1	GCF_002051585.1_ASM205158v1_genomic.fasta
Liquorilactobacillus cacaonum	483012	NA	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus cacaonum	NA	NA
Acetobacter fabarum	483199	NA	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter fabarum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/483/405/GCA_022483405.1_ASM2248340v1	GCA_022483405.1_ASM2248340v1_genomic.fasta
Thermothrix thiopara	48382	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	NA	NA	NA	NA	Thermothrix	Thermothrix thiopara	NA	NA
Thermothrix azorensis	48383	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	NA	NA	NA	NA	Thermothrix	Thermothrix azorensis	NA	NA
Prosthecobacter fusiformis	48464	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter fusiformis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/364/345/GCF_004364345.1_ASM436434v1	GCF_004364345.1_ASM436434v1_genomic.fasta
Prosthecobacter dejongeii	48465	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter dejongeii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/203/045/GCA_014203045.1_ASM1420304v1	GCA_014203045.1_ASM1420304v1_genomic.fasta
Prosthecobacter debontii	48467	NA	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter debontii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/535/GCA_900167535.1_IMG-taxon_2590828807_annotated_assembly	GCA_900167535.1_IMG-taxon_2590828807_annotated_assembly_genomic.fasta
Lysobacter pocheonensis	485590	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter pocheonensis	NA	NA
Hymenobacter fastidiosus	486264	NA	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter fastidiosus	NA	NA
Alkalilactibacillus ikkensis	486507	NA	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	NA	Alkalilactibacillus	Alkalilactibacillus ikkensis	NA	NA
