====================================================================================================
CLAUDE-3.5-SONNET BIOSAFETY: FULL COMPARISON
====================================================================================================

Fetching predictions for 'anthropic/claude-3.5-sonnet'...
Fetching ground truth biosafety levels...
Loaded 3741 ground-truth species with biosafety labels.

Building comparison table...
Total ground-truth species compared: 3741
Status counts:
  match: 3252
  mismatch: 456
  missing: 33

Mismatches by ground-truth → predicted:
  BSL-1 → BSL-2: 368
  BSL-2 → BSL-1: 79
  BSL-1 → BSL-3: 6
  BSL-2 → BSL-3: 3

FULL TABLE (species, GT, Claude, status):
Species                                  |   GT    | Claude  |  Status  
Ramlibacter henchirensis                 |  BSL-1  |  BSL-1  |   match  
Ramlibacter humi                         |  BSL-1  |  BSL-1  |   match  
Ramlibacter monticola                    |  BSL-1  |  BSL-1  |   match  
Ramlibacter rhizophilus                  |  BSL-1  |  BSL-1  |   match  
Raoultella ornithinolytica               |  BSL-1  |  BSL-2  | mismatch 
Raoultella planticola                    |  BSL-1  |  BSL-2  | mismatch 
Raoultella terrigena                     |  BSL-1  |  BSL-2  | mismatch 
Renibacterium salmoninarum               |  BSL-1  |  BSL-2  | mismatch 
Reyranella massiliensis                  |  BSL-1  |  BSL-1  |   match  
Rhizobacter bergeniae                    |  BSL-1  |  BSL-1  |   match  
Rhizobacter dauci                        |  BSL-1  |  BSL-1  |   match  
Rhizobacter fulvus                       |  BSL-1  |  BSL-1  |   match  
Rhizobacter profundi                     |  BSL-1  |  BSL-1  |   match  
Rhizobium acaciae                        |  BSL-1  |  BSL-1  |   match  
Rhizobium acidisoli                      |  BSL-1  |  BSL-1  |   match  
Rhizobium aegyptiacum                    |  BSL-1  |  BSL-1  |   match  
Rhizobium aethiopicum                    |  BSL-1  |  BSL-1  |   match  
Rhizobium alamii                         |  BSL-1  |  BSL-1  |   match  
Rhizobium altiplani                      |  BSL-1  |  BSL-1  |   match  
Rhizobium anhuiense                      |  BSL-1  |  BSL-1  |   match  
Rhizobium azibense                       |  BSL-1  |  BSL-1  |   match  
Rhizobium bangladeshense                 |  BSL-1  |  BSL-1  |   match  
Rhizobium beringeri                      |  BSL-1  |  BSL-1  |   match  
Rhizobium binae                          |  BSL-1  |  BSL-1  |   match  
Rhizobium brockwellii                    |  BSL-1  |  BSL-1  |   match  
Rhizobium changzhiense                   |  BSL-1  |  BSL-1  |   match  
Rhizobium chutanense                     |  BSL-1  |  BSL-1  |   match  
Rhizobium croatiense                     |  BSL-1  |  BSL-1  |   match  
Rhizobium ecuadorense                    |  BSL-1  |  BSL-1  |   match  
Rhizobium esperanzae                     |  BSL-1  |  BSL-1  |   match  
Rhizobium fabae                          |  BSL-1  |  BSL-1  |   match  
Rhizobium favelukesii                    |  BSL-1  |  BSL-1  |   match  
Rhizobium gallicum                       |  BSL-1  |  BSL-1  |   match  
Rhizobium giardinii                      |  BSL-1  |  BSL-1  |   match  
Rhizobium herbae                         |  BSL-1  |  BSL-1  |   match  
Rhizobium hidalgonense                   |  BSL-1  |  BSL-1  |   match  
Rhizobium indigoferae                    |  BSL-1  |  BSL-1  |   match  
Rhizobium johnstonii                     |  BSL-1  |  BSL-1  |   match  
Rhizobium laguerreae                     |  BSL-1  |  BSL-1  |   match  
Rhizobium lentis                         |  BSL-1  |  BSL-1  |   match  
Rhizobium mesosinicum                    |  BSL-1  |  BSL-1  |   match  
Rhizobium metallidurans                  |  BSL-1  |  BSL-1  |   match  
Rhizobium phaseoli                       |  BSL-1  |  BSL-1  |   match  
Rhizobium pisi                           |  BSL-1  |  BSL-1  |   match  
Rhizobium redzepovicii                   |  BSL-1  |  BSL-1  |   match  
Rhizobium ruizarguesonis                 |  BSL-1  |  BSL-1  |   match  
Rhizobium sophorae                       |  BSL-1  |  BSL-1  |   match  
Rhizobium sophoriradicis                 |  BSL-1  |  BSL-1  |   match  
Rhizobium sullae                         |  BSL-1  |  BSL-1  |   match  
Rhizobium tibeticum                      |  BSL-1  |  BSL-1  |   match  
Rhizobium viscosum                       |  BSL-1  |  BSL-1  |   match  
Rhizobium yanglingense                   |  BSL-1  |  BSL-1  |   match  
Rhodanobacter umsongensis                |  BSL-1  |  BSL-1  |   match  
Rhodococcus aetherivorans                |  BSL-1  |  BSL-1  |   match  
Rhodococcus antrifimi                    |  BSL-1  |  BSL-1  |   match  
Rhodococcus artemisiae                   |  BSL-1  |  BSL-1  |   match  
Rhodococcus baikonurensis                |  BSL-1  |  BSL-1  |   match  
Rhodococcus canchipurensis               |  BSL-1  |  BSL-1  |   match  
Rhodococcus coprophilus                  |  BSL-1  |  BSL-1  |   match  
Rhodococcus erythropolis                 |  BSL-1  |  BSL-1  |   match  
Rhodococcus gannanensis                  |  BSL-1  |  BSL-1  |   match  
Rhodococcus globerulus                   |  BSL-1  |  BSL-1  |   match  
Rhodococcus gordoniae                    |  BSL-2  |  BSL-1  | mismatch 
Rhodococcus humicola                     |  BSL-1  |  BSL-1  |   match  
Rhodococcus jostii                       |  BSL-1  |  BSL-1  |   match  
Rhodococcus koreensis                    |  BSL-1  |  BSL-1  |   match  
Rhodococcus lactis                       |  BSL-1  |  BSL-1  |   match  
Rhodococcus marinonascens                |  BSL-1  |  BSL-1  |   match  
Rhodococcus nanhaiensis                  |  BSL-1  |  BSL-1  |   match  
Rhodococcus olei                         |  BSL-1  |  BSL-1  |   match  
Rhodococcus opacus                       |  BSL-1  |  BSL-1  |   match  
Rhodococcus oxybenzonivorans             |  BSL-1  |  BSL-1  |   match  
Rhodococcus pedocola                     |  BSL-1  |  BSL-1  |   match  
Rhodococcus phenolicus                   |  BSL-1  |  BSL-1  |   match  
Rhodococcus pseudokoreensis              |  BSL-1  |  BSL-1  |   match  
Rhodococcus pyridinivorans               |  BSL-1  |  BSL-1  |   match  
Rhodococcus qingshengii                  |  BSL-1  |  BSL-1  |   match  
Rhodococcus rhodnii                      |  BSL-1  |  BSL-1  |   match  
Rhodococcus rhodochrous                  |  BSL-1  |  BSL-1  |   match  
Rhodococcus ruber                        |  BSL-1  |  BSL-1  |   match  
Rhodococcus triatomae                    |  BSL-1  |  BSL-1  |   match  
Rhodococcus wratislaviensis              |  BSL-1  |  BSL-1  |   match  
Rhodococcus yananensis                   |  BSL-1  |  BSL-1  |   match  
Rhodococcus zopfii                       |  BSL-1  |  BSL-1  |   match  
Rhodoglobus vestalii                     |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas faecalis                |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas harwoodiae              |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas palustris               |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas parapalustris           |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas pentothenatexigens      |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas pseudopalustris         |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas rhenobacensis           |  BSL-1  |  BSL-1  |   match  
Rhodopseudomonas thermotolerans          |  BSL-1  |  BSL-1  |   match  
Rhodovastum atsumiense                   |  BSL-1  |  BSL-1  |   match  
Rickettsia aeschlimannii                 |  BSL-2  |  BSL-3  | mismatch 
Rickettsia asiatica                      |  BSL-1  |  BSL-3  | mismatch 
Rickettsia bellii                        |  BSL-2  |  BSL-2  |   match  
Rickettsia canadensis                    |  BSL-2  |  BSL-2  |   match  
Rickettsia conorii                       |  BSL-3  |  BSL-3  |   match  
Rickettsia hoogstraalii                  |  BSL-2  |  BSL-2  |   match  
Rickettsia massiliae                     |  BSL-2  |  BSL-2  |   match  
Rickettsia monacensis                    |  BSL-2  |  BSL-2  |   match  
Rickettsia montanensis                   |  BSL-2  |  BSL-2  |   match  
Rickettsia rhipicephali                  |  BSL-2  |  BSL-2  |   match  
Rickettsia rickettsii                    |  BSL-3  |  BSL-3  |   match  
Rickettsia sibirica                      |  BSL-3  |  BSL-3  |   match  
Rickettsia tamurae                       |  BSL-2  |  BSL-2  |   match  
Riemerella columbipharyngis              |  BSL-1  |  BSL-2  | mismatch 
Rodentibacter heidelbergensis            |  BSL-1  |  BSL-2  | mismatch 
Rodentibacter mrazii                     |  BSL-1  |  BSL-2  | mismatch 
Rodentibacter myodis                     |  BSL-1  |  BSL-2  | mismatch 
Rodentibacter pneumotropicus             |  BSL-2  |  BSL-2  |   match  
Rodentibacter rarus                      |  BSL-1  |  BSL-2  | mismatch 
Rodentibacter ratti                      |  BSL-1  |  BSL-2  | mismatch 
Rodentibacter trehalosifermentans        |  BSL-1  |  BSL-2  | mismatch 
Roseomonas harenae                       |  BSL-1  |  BSL-1  |   match  
Rothia aeria                             |  BSL-2  |  BSL-2  |   match  
Rothia amarae                            |  BSL-1  |  BSL-1  |   match  
Rothia endophytica                       |  BSL-1  |  BSL-1  |   match  
Rothia halotolerans                      |  BSL-1  |  BSL-1  |   match  
Rothia koreensis                         |  BSL-1  |  BSL-1  |   match  
Rothia mucilaginosa                      |  BSL-2  |  BSL-2  |   match  
Rothia nasimurium                        |  BSL-1  |  BSL-1  |   match  
Rouxiella aceris                         |  BSL-1  |  BSL-1  |   match  
Rubrivivax albus                         |  BSL-1  |  BSL-1  |   match  
Rubrivivax gelatinosus                   |  BSL-1  |  BSL-1  |   match  
Ruegeria pomeroyi                        |  BSL-1  |  BSL-1  |   match  
Rugamonas apoptosis                      |  BSL-1  |  BSL-1  |   match  
Rugamonas brunnea                        |  BSL-1  |  BSL-1  |   match  
Rugamonas fusca                          |  BSL-1  |  BSL-1  |   match  
Rugosimonospora acidiphila               |  BSL-1  |  BSL-1  |   match  
Rugosimonospora africana                 |  BSL-1  |  BSL-1  |   match  
Rummeliibacillus pycnus                  |  BSL-1  |  BSL-1  |   match  
Rummeliibacillus stabekisii              |  BSL-1  |  BSL-1  |   match  
Ruthenibacterium lactatiformans          |  BSL-1  |  BSL-1  |   match  
Saccharedens versatilis                  |  BSL-2  |  BSL-1  | mismatch 
Saccharibacillus kuerlensis              |  BSL-1  |  BSL-1  |   match  
Saccharomonospora azurea                 |  BSL-1  |  BSL-1  |   match  
Saccharomonospora oceani                 |  BSL-1  |  BSL-1  |   match  
Saccharomonospora piscinae               |  BSL-1  |  BSL-1  |   match  
Saccharomonospora xiaoerkulensis         |  BSL-1  |  BSL-1  |   match  
Saccharopolyspora erythraea              |  BSL-1  |  BSL-1  |   match  
Saccharothrix hoggarensis                |  BSL-1  |  BSL-1  |   match  
Saccharothrix longispora                 |  BSL-1  |  BSL-1  |   match  
Sagittula stellata                       |  BSL-1  |  BSL-1  |   match  
Salinibacterium amurskyense              |  BSL-1  |  BSL-1  |   match  
Salinibacterium xinjiangense             |  BSL-1  |  BSL-1  |   match  
Salinispora cortesiana                   |  BSL-1  |  BSL-1  |   match  
Salinispora fenicalii                    |  BSL-1  |  BSL-1  |   match  
Salinispora goodfellowii                 |  BSL-1  |  BSL-1  |   match  
Salinispora mooreana                     |  BSL-1  |  BSL-1  |   match  
Salinispora oceanensis                   |  BSL-1  |  BSL-1  |   match  
Salinispora pacifica                     |  BSL-1  |  BSL-1  |   match  
Salinispora tropica                      |  BSL-1  |  BSL-1  |   match  
Salinispora vitiensis                    |  BSL-1  |  BSL-1  |   match  
Salinivibrio proteolyticus               |  BSL-1  |  BSL-1  |   match  
Salipiger bermudensis                    |  BSL-1  |  BSL-1  |   match  
Salmonella bongori                       |  BSL-2  |  BSL-2  |   match  
Salmonella enterica                      |  BSL-2  |  BSL-2  |   match  
Sanguibacter inulinus                    |  BSL-1  |  BSL-1  |   match  
Scardovia wiggsiae                       |  BSL-1  |  BSL-2  | mismatch 
Schaalia cardiffensis                    |  BSL-2  |  BSL-2  |   match  
Schaalia meyeri                          |  BSL-2  |  BSL-2  |   match  
Schaalia turicensis                      |  BSL-2  |  BSL-2  |   match  
Schlegelella koreensis                   |  BSL-1  |  BSL-1  |   match  
Segatella oris                           |  BSL-1  |    -    |  missing 
Segniliparus rugosus                     |  BSL-1  |  BSL-2  | mismatch 
Serinicoccus marinus                     |  BSL-1  |  BSL-1  |   match  
Serratia aquatilis                       |  BSL-1  |  BSL-1  |   match  
Serratia bockelmannii                    |  BSL-1  |  BSL-1  |   match  
Serratia entomophila                     |  BSL-1  |  BSL-1  |   match  
Serratia ficaria                         |  BSL-1  |  BSL-2  | mismatch 
Serratia fonticola                       |  BSL-1  |  BSL-2  | mismatch 
Serratia grimesii                        |  BSL-2  |  BSL-2  |   match  
Serratia inhibens                        |  BSL-1  |  BSL-1  |   match  
Serratia marcescens                      |  BSL-2  |  BSL-2  |   match  
Serratia nevei                           |  BSL-1  |  BSL-2  | mismatch 
Serratia plymuthica                      |  BSL-1  |  BSL-2  | mismatch 
Serratia proteamaculans                  |  BSL-2  |  BSL-2  |   match  
Serratia quinivorans                     |  BSL-1  |  BSL-2  | mismatch 
Serratia rubidaea                        |  BSL-2  |  BSL-2  |   match  
Serratia symbiotica                      |  BSL-1  |  BSL-2  | mismatch 
Serratia ureilytica                      |  BSL-1  |  BSL-2  | mismatch 
Shewanella acanthi                       |  BSL-1  |  BSL-1  |   match  
Shewanella aestuarii                     |  BSL-1  |  BSL-1  |   match  
Shewanella algicola                      |  BSL-1  |  BSL-1  |   match  
Shewanella azerbaijanica                 |  BSL-1  |  BSL-1  |   match  
Shewanella baltica                       |  BSL-1  |  BSL-1  |   match  
Shewanella basaltis                      |  BSL-1  |  BSL-1  |   match  
Shewanella benthica                      |  BSL-1  |  BSL-1  |   match  
Shewanella decolorationis                |  BSL-1  |  BSL-1  |   match  
Shewanella fidelis                       |  BSL-1  |  BSL-1  |   match  
Shewanella frigidimarina                 |  BSL-1  |  BSL-1  |   match  
Shewanella gaetbuli                      |  BSL-1  |  BSL-1  |   match  
Shewanella glacialipiscicola             |  BSL-1  |  BSL-1  |   match  
Shewanella hafniensis                    |  BSL-1  |  BSL-1  |   match  
Shewanella halifaxensis                  |  BSL-1  |  BSL-1  |   match  
Shewanella inventionis                   |  BSL-1  |  BSL-1  |   match  
Shewanella litoralis                     |  BSL-1  |  BSL-1  |   match  
Shewanella livingstonensis               |  BSL-1  |  BSL-1  |   match  
Shewanella loihica                       |  BSL-1  |  BSL-1  |   match  
Shewanella mangrovisoli                  |  BSL-1  |  BSL-1  |   match  
Shewanella marinintestina                |  BSL-1  |  BSL-1  |   match  
Shewanella metallivivens                 |  BSL-1  |  BSL-1  |   match  
Shewanella morhuae                       |  BSL-1  |  BSL-1  |   match  
Shewanella pneumatophori                 |  BSL-1  |  BSL-1  |   match  
Shewanella profunda                      |  BSL-1  |  BSL-1  |   match  
Shewanella psychromarinicola             |  BSL-1  |  BSL-1  |   match  
Shewanella putrefaciens                  |  BSL-2  |  BSL-2  |   match  
Shewanella sairae                        |  BSL-1  |  BSL-1  |   match  
Shewanella saliphila                     |  BSL-1  |  BSL-1  |   match  
Shewanella schlegeliana                  |  BSL-1  |  BSL-1  |   match  
Shewanella sediminis                     |  BSL-1  |  BSL-1  |   match  
Shewanella seohaensis                    |  BSL-1  |  BSL-1  |   match  
Shewanella septentrionalis               |  BSL-1  |  BSL-1  |   match  
Shewanella ulleungensis                  |  BSL-1  |  BSL-1  |   match  
Shewanella vesiculosa                    |  BSL-1  |  BSL-1  |   match  
Shewanella xiamenensis                   |  BSL-1  |  BSL-1  |   match  
Shigella boydii                          |  BSL-2  |  BSL-2  |   match  
Shigella dysenteriae                     |  BSL-2  |  BSL-2  |   match  
Shigella flexneri                        |  BSL-2  |  BSL-2  |   match  
Shigella sonnei                          |  BSL-2  |  BSL-2  |   match  
Shinella fusca                           |  BSL-1  |  BSL-1  |   match  
Simulacricoccus ruber                    |  BSL-1  |  BSL-1  |   match  
Sinomonas halotolerans                   |  BSL-1  |  BSL-1  |   match  
Sinorhizobium alkalisoli                 |  BSL-1  |  BSL-1  |   match  
Sinorhizobium americanum                 |  BSL-1  |  BSL-1  |   match  
Sinorhizobium fredii                     |  BSL-1  |  BSL-1  |   match  
Sinorhizobium garamanticum               |  BSL-1  |  BSL-1  |   match  
Sinorhizobium glycinis                   |  BSL-1  |  BSL-1  |   match  
Sinorhizobium kostiense                  |  BSL-1  |  BSL-1  |   match  
Sinorhizobium kummerowiae                |  BSL-1  |  BSL-1  |   match  
Sinorhizobium meliloti                   |  BSL-1  |  BSL-1  |   match  
Sinorhizobium mexicanum                  |  BSL-1  |  BSL-1  |   match  
Sinorhizobium numidicum                  |  BSL-1  |  BSL-1  |   match  
Sinorhizobium psoraleae                  |  BSL-1  |  BSL-1  |   match  
Sinorhizobium saheli                     |  BSL-1  |  BSL-1  |   match  
Sinorhizobium shofinae                   |  BSL-1  |  BSL-1  |   match  
Sinorhizobium terangae                   |  BSL-1  |  BSL-1  |   match  
Sinosporangium siamense                  |  BSL-1  |  BSL-1  |   match  
Smaragdicoccus niigatensis               |  BSL-1  |  BSL-1  |   match  
Solibacillus cecembensis                 |  BSL-1  |  BSL-1  |   match  
Solibacillus kalamii                     |  BSL-1  |  BSL-1  |   match  
Solibacillus silvestris                  |  BSL-1  |  BSL-1  |   match  
Sorangium ambruticinum                   |  BSL-1  |  BSL-1  |   match  
Sorangium arenae                         |  BSL-1  |  BSL-1  |   match  
Sorangium bulgaricum                     |  BSL-1  |  BSL-1  |   match  
Sorangium cellulosum                     |  BSL-1  |  BSL-1  |   match  
Sorangium dawidii                        |  BSL-1  |  BSL-1  |   match  
Sorangium kenyense                       |  BSL-1  |  BSL-1  |   match  
Sorangium orientale                      |  BSL-1  |  BSL-1  |   match  
Sorangium reichenbachii                  |  BSL-1  |  BSL-1  |   match  
Sphaerochaeta globosa                    |  BSL-1  |  BSL-1  |   match  
Sphaerotilus mobilis                     |  BSL-1  |    -    |  missing 
Sphingobium abikonense                   |  BSL-1  |  BSL-1  |   match  
Sphingobium amiense                      |  BSL-1  |  BSL-1  |   match  
Sphingobium aquiterrae                   |  BSL-1  |  BSL-1  |   match  
Sphingobium bisphenolivorans             |  BSL-1  |  BSL-1  |   match  
Sphingobium boeckii                      |  BSL-1  |  BSL-1  |   match  
Sphingobium chlorophenolicum             |  BSL-1  |  BSL-1  |   match  
Sphingobium cloacae                      |  BSL-1  |  BSL-1  |   match  
Sphingobium cupriresistens               |  BSL-1  |  BSL-1  |   match  
Sphingobium faniae                       |  BSL-1  |  BSL-1  |   match  
Sphingobium fontiphilum                  |  BSL-1  |  BSL-1  |   match  
Sphingobium herbicidovorans              |  BSL-1  |  BSL-1  |   match  
Sphingobium indicum                      |  BSL-1  |  BSL-1  |   match  
Sphingobium jiangsuense                  |  BSL-1  |  BSL-1  |   match  
Sphingobium limneticum                   |  BSL-1  |  BSL-1  |   match  
Sphingobium mellinum                     |  BSL-1  |  BSL-1  |   match  
Sphingobium naphthae                     |  BSL-1  |  BSL-1  |   match  
Sphingobium phenoxybenzoativorans        |  BSL-1  |  BSL-1  |   match  
Sphingobium qiguonii                     |  BSL-1  |  BSL-1  |   match  
Sphingobium quisquiliarum                |  BSL-1  |  BSL-1  |   match  
Sphingobium rhizovicinum                 |  BSL-1  |  BSL-1  |   match  
Sphingobium scionense                    |  BSL-1  |  BSL-1  |   match  
Sphingobium subterraneum                 |  BSL-1  |  BSL-1  |   match  
Sphingobium sufflavum                    |  BSL-1  |  BSL-1  |   match  
Sphingobium terrigena                    |  BSL-1  |  BSL-1  |   match  
Sphingobium vermicomposti                |  BSL-1  |  BSL-1  |   match  
Sphingobium vulgare                      |  BSL-1  |  BSL-1  |   match  
Sphingobium wenxiniae                    |  BSL-1  |  BSL-1  |   match  
Sphingobium xenophagum                   |  BSL-1  |  BSL-1  |   match  
Sphingobium yanoikuyae                   |  BSL-1  |  BSL-1  |   match  
Sphingomonas aquatilis                   |  BSL-1  |  BSL-1  |   match  
Sphingomonas asaccharolytica             |  BSL-1  |  BSL-1  |   match  
Sphingomonas citri                       |  BSL-1  |  BSL-1  |   match  
Sphingomonas citricola                   |  BSL-1  |  BSL-1  |   match  
Sphingomonas cynarae                     |  BSL-1  |  BSL-1  |   match  
Sphingomonas desiccabilis                |  BSL-1  |  BSL-1  |   match  
Sphingomonas endophytica                 |  BSL-1  |  BSL-1  |   match  
Sphingomonas folli                       |  BSL-1  |  BSL-1  |   match  
Sphingomonas ginsenosidimutans           |  BSL-1  |  BSL-1  |   match  
Sphingomonas hominis                     |  BSL-1  |  BSL-1  |   match  
Sphingomonas insulae                     |  BSL-1  |  BSL-1  |   match  
Sphingomonas jeddahensis                 |  BSL-1  |  BSL-1  |   match  
Sphingomonas kyungheensis                |  BSL-1  |  BSL-1  |   match  
Sphingomonas leidyi                      |  BSL-1  |  BSL-1  |   match  
Sphingomonas mali                        |  BSL-1  |  BSL-1  |   match  
Sphingomonas melonis                     |  BSL-1  |  BSL-1  |   match  
Sphingomonas palmae                      |  BSL-1  |  BSL-1  |   match  
Sphingomonas phyllosphaerae              |  BSL-1  |  BSL-1  |   match  
Sphingomonas pruni                       |  BSL-1  |  BSL-1  |   match  
Sphingomonas rubra                       |  BSL-1  |  BSL-1  |   match  
Sphingomonas yunnanensis                 |  BSL-1  |  BSL-1  |   match  
Spirillospora albida                     |  BSL-1  |  BSL-1  |   match  
Sporolactobacillus inulinus              |  BSL-1  |  BSL-1  |   match  
Sporolactobacillus kofuensis             |  BSL-1  |  BSL-1  |   match  
Sporolactobacillus laevolacticus         |  BSL-1  |  BSL-1  |   match  
Sporolactobacillus terrae                |  BSL-1  |  BSL-1  |   match  
Staphylococcus agnetis                   |  BSL-2  |  BSL-2  |   match  
Staphylococcus americanisciuri           |  BSL-1  |  BSL-1  |   match  
Staphylococcus argensis                  |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus argenteus                 |  BSL-2  |  BSL-2  |   match  
Staphylococcus arlettae                  |  BSL-1  |  BSL-1  |   match  
Staphylococcus aureus                    |  BSL-2  |  BSL-2  |   match  
Staphylococcus auricularis               |  BSL-1  |  BSL-1  |   match  
Staphylococcus borealis                  |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus canis                     |  BSL-2  |  BSL-2  |   match  
Staphylococcus capitis                   |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus caprae                    |  BSL-2  |  BSL-2  |   match  
Staphylococcus carnosus                  |  BSL-1  |  BSL-1  |   match  
Staphylococcus casei                     |  BSL-1  |  BSL-1  |   match  
Staphylococcus chromogenes               |  BSL-2  |  BSL-2  |   match  
Staphylococcus coagulans                 |  BSL-2  |  BSL-2  |   match  
Staphylococcus condimenti                |  BSL-1  |  BSL-1  |   match  
Staphylococcus cornubiensis              |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus croceilyticus             |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus debuckii                  |  BSL-1  |  BSL-1  |   match  
Staphylococcus delphini                  |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus devriesei                 |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus durrellii                 |  BSL-1  |  BSL-1  |   match  
Staphylococcus edaphicus                 |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus epidermidis               |  BSL-2  |  BSL-2  |   match  
Staphylococcus equorum                   |  BSL-1  |  BSL-1  |   match  
Staphylococcus felis                     |  BSL-2  |  BSL-2  |   match  
Staphylococcus gallinarum                |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus haemolyticus              |  BSL-2  |  BSL-2  |   match  
Staphylococcus hominis                   |  BSL-2  |  BSL-2  |   match  
Staphylococcus hyicus                    |  BSL-2  |  BSL-2  |   match  
Staphylococcus kloosii                   |  BSL-1  |  BSL-1  |   match  
Staphylococcus lloydii                   |  BSL-1  |  BSL-1  |   match  
Staphylococcus lugdunensis               |  BSL-2  |  BSL-2  |   match  
Staphylococcus microti                   |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus muscae                    |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus nepalensis                |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus pasteuri                  |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus petrasii                  |  BSL-2  |  BSL-2  |   match  
Staphylococcus pettenkoferi              |  BSL-2  |  BSL-2  |   match  
Staphylococcus piscifermentans           |  BSL-1  |  BSL-1  |   match  
Staphylococcus pragensis                 |  BSL-2  |  BSL-2  |   match  
Staphylococcus pseudintermedius          |  BSL-2  |  BSL-2  |   match  
Staphylococcus pseudoxylosus             |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus ratti                     |  BSL-2  |  BSL-2  |   match  
Staphylococcus rostri                    |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus roterodami                |  BSL-2  |  BSL-2  |   match  
Staphylococcus saccharolyticus           |  BSL-2  |  BSL-2  |   match  
Staphylococcus schleiferi                |  BSL-2  |  BSL-2  |   match  
Staphylococcus schweitzeri               |  BSL-2  |  BSL-2  |   match  
Staphylococcus shinii                    |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus simulans                  |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus singaporensis             |  BSL-2  |  BSL-2  |   match  
Staphylococcus taiwanensis               |  BSL-2  |  BSL-1  | mismatch 
Staphylococcus ureilyticus               |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus warneri                   |  BSL-1  |  BSL-2  | mismatch 
Staphylococcus xylosus                   |  BSL-1  |  BSL-1  |   match  
Stenotrophomonas chelatiphaga            |  BSL-1  |  BSL-1  |   match  
Stenotrophomonas geniculata              |  BSL-1  |  BSL-2  | mismatch 
Stenotrophomonas maltophilia             |  BSL-2  |  BSL-2  |   match  
Stenotrophomonas pavanii                 |  BSL-1  |  BSL-1  |   match  
Stenotrophomonas rhizophila              |  BSL-1  |  BSL-1  |   match  
Stenotrophomonas tumulicola              |  BSL-1  |  BSL-1  |   match  
Stigmatella aurantiaca                   |  BSL-1  |  BSL-1  |   match  
Stigmatella erecta                       |  BSL-1  |  BSL-1  |   match  
Stigmatella hybrida                      |  BSL-1  |  BSL-1  |   match  
Stomatobaculum longum                    |  BSL-1  |  BSL-1  |   match  
Streptococcus agalactiae                 |  BSL-2  |  BSL-2  |   match  
Streptococcus azizii                     |  BSL-2  |  BSL-1  | mismatch 
Streptococcus bovimastitidis             |  BSL-2  |  BSL-2  |   match  
Streptococcus canis                      |  BSL-2  |  BSL-2  |   match  
Streptococcus catagoni                   |  BSL-2  |  BSL-2  |   match  
Streptococcus caviae                     |  BSL-1  |  BSL-2  | mismatch 
Streptococcus constellatus               |  BSL-2  |  BSL-2  |   match  
Streptococcus criceti                    |  BSL-1  |  BSL-2  | mismatch 
Streptococcus danieliae                  |  BSL-1  |  BSL-2  | mismatch 
Streptococcus dentiloxodontae            |  BSL-1  |  BSL-2  | mismatch 
Streptococcus devriesei                  |  BSL-1  |  BSL-2  | mismatch 
Streptococcus didelphis                  |  BSL-2  |  BSL-2  |   match  
Streptococcus downii                     |  BSL-1  |  BSL-1  |   match  
Streptococcus dysgalactiae               |  BSL-2  |  BSL-2  |   match  
Streptococcus entericus                  |  BSL-2  |  BSL-2  |   match  
Streptococcus ferus                      |  BSL-1  |  BSL-2  | mismatch 
Streptococcus gallolyticus               |  BSL-2  |  BSL-2  |   match  
Streptococcus gordonii                   |  BSL-2  |  BSL-2  |   match  
Streptococcus himalayensis               |  BSL-2  |  BSL-1  | mismatch 
Streptococcus hongkongensis              |  BSL-1  |  BSL-2  | mismatch 
Streptococcus hyointestinalis            |  BSL-1  |  BSL-2  | mismatch 
Streptococcus infantarius                |  BSL-2  |  BSL-2  |   match  
Streptococcus iniae                      |  BSL-2  |  BSL-2  |   match  
Streptococcus intermedius                |  BSL-2  |  BSL-2  |   match  
Streptococcus lactarius                  |  BSL-1  |  BSL-1  |   match  
Streptococcus loxodontisalivarius        |  BSL-1  |  BSL-2  | mismatch 
Streptococcus lutetiensis                |  BSL-2  |  BSL-2  |   match  
Streptococcus macedonicus                |  BSL-1  |  BSL-1  |   match  
